"Throws","xMLBAMID","Name","Team","Season","Age","AgeR","SeasonMin","SeasonMax","W","L","ERA","G","GS","QS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","GB","FB","LD","IFFB","Pitches","Balls","Strikes","RS","IFH","BU","BUH","K/9","BB/9","K/BB","H/9","HR/9","AVG","WHIP","BABIP","LOB%","FIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","TTO%","CFraming","Starting","Start-IP","Relieving","Relief-IP","RAR","WAR","Dollars","RA9-Wins","LOB-Wins","BIP-Wins","BS-Wins","tERA","xFIP","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","FB%1","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","CStr%","C+SwStr%","HLD","SD","MD","ERA-","FIP-","xFIP-","K%","BB%","K-BB%","SIERA","kwERA","RS/9","E-F","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","K/9+","BB/9+","K/BB+","H/9+","HR/9+","AVG+","WHIP+","BABIP+","LOB%+","K%+","BB%+","LD%+","GB%+","FB%+","HRFB%+","Pull%+","Cent%+","Oppo%+","Soft%+","Med%+","Hard%+","xERA","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_CU","pb_s_CU","pb_c_CU","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_KC","pb_s_KC","pb_c_KC","pb_o_FC","pb_s_FC","pb_c_FC","pb_o_FS","pb_s_FS","pb_c_FS","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_CU","sp_l_CU","sp_p_CU","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_KC","sp_l_KC","sp_p_KC","sp_s_FC","sp_l_FC","sp_p_FC","sp_s_FS","sp_l_FS","sp_p_FS","sp_s_FO","sp_l_FO","sp_p_FO","sp_stuff","sp_location","sp_pitching","PPTV","CPTV","BPTV","DSV","DGV","BTV","rPPTV","rCPTV","rBPTV","rDSV","rDGV","rBTV","EBV","ESV","rFTeamV","rBTeamV","rTV","pfxFA%","pfxFT%","pfxFC%","pfxFS%","pfxFO%","pfxSI%","pfxSL%","pfxCU%","pfxKC%","pfxEP%","pfxCH%","pfxSC%","pfxKN%","pfxUN%","pfxSLO%","pfxST%","pfxCUO%","pfxCV%","pfxvFA","pfxvFT","pfxvFC","pfxvFS","pfxvFO","pfxvSI","pfxvSL","pfxvCU","pfxvKC","pfxvEP","pfxvCH","pfxvSC","pfxvKN","pfxvSLO","pfxvST","pfxvCUO","pfxvCV","pfxFA-X","pfxFT-X","pfxFC-X","pfxFS-X","pfxFO-X","pfxSI-X","pfxSL-X","pfxCU-X","pfxKC-X","pfxEP-X","pfxCH-X","pfxSC-X","pfxKN-X","pfxSLO-X","pfxST-X","pfxCUO-X","pfxCV-X","pfxFA-Z","pfxFT-Z","pfxFC-Z","pfxFS-Z","pfxFO-Z","pfxSI-Z","pfxSL-Z","pfxCU-Z","pfxKC-Z","pfxEP-Z","pfxCH-Z","pfxSC-Z","pfxKN-Z","pfxSLO-Z","pfxST-Z","pfxCUO-Z","pfxCV-Z","pfxwFA","pfxwFT","pfxwFC","pfxwFS","pfxwFO","pfxwSI","pfxwSL","pfxwCU","pfxwKC","pfxwEP","pfxwCH","pfxwSC","pfxwKN","pfxwSLO","pfxwST","pfxwCUO","pfxwCV","pfxwFA/C","pfxwFT/C","pfxwFC/C","pfxwFS/C","pfxwFO/C","pfxwSI/C","pfxwSL/C","pfxwCU/C","pfxwKC/C","pfxwEP/C","pfxwCH/C","pfxwSC/C","pfxwKN/C","pfxwSLO/C","pfxwST/C","pfxwCUO/C","pfxwCV/C","pfxaaFA","pfxaaFT","pfxaaFC","pfxaaFS","pfxaaFO","pfxaaSI","pfxaaSL","pfxaaCU","pfxaaKC","pfxaaEP","pfxaaCH","pfxaaSC","pfxaaKN","pfxaaSLO","pfxaaST","pfxaaCUO","pfxaaCV","pfxspFA","pfxspFT","pfxspFC","pfxspFS","pfxspFO","pfxspSI","pfxspSL","pfxspCU","pfxspKC","pfxspEP","pfxspCH","pfxspSC","pfxspKN","pfxspSLO","pfxspST","pfxspCUO","pfxspCV","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","AvgBatSpeed","FastSwing%","SquaredUpContact%","SquaredUpSwing%","BlastContact%","BlastSwing%","Swords","CompetitiveSwings","Tilt","AttackAngle","AttackDirection","IdealAttackAngle%","DepthInBox","DistanceOffPlate","scH-Swing%","scH-Contact%","scH-Zone%","scS-Swing%","scS-Contact%","scS-Zone%","scC-Swing%","scC-Contact%","scC-Zone%","scW-Swing%","scW-Contact%","scW-Zone%","scSI-Swing%","scSI-Contact%","scSI-Zone%","scSO-Swing%","scSO-Contact%","scSO-Zone%","scO-Swing%","scO-Contact%","scO-Zone%","scZ-Swing%","scZ-Contact%","scZ-Zone%","piCH%","piCS%","piCU%","piFA%","piFC%","piFS%","piKN%","piSB%","piSI%","piSL%","piXX%","pivCH","pivCS","pivCU","pivFA","pivFC","pivFS","pivKN","pivSB","pivSI","pivSL","pivXX","piCH-X","piCS-X","piCU-X","piFA-X","piFC-X","piFS-X","piKN-X","piSB-X","piSI-X","piSL-X","piXX-X","piCH-Z","piCS-Z","piCU-Z","piFA-Z","piFC-Z","piFS-Z","piKN-Z","piSB-Z","piSI-Z","piSL-Z","piXX-Z","piwCH","piwCS","piwCU","piwFA","piwFC","piwFS","piwKN","piwSB","piwSI","piwSL","piwXX","piwCH/C","piwCS/C","piwCU/C","piwFA/C","piwFC/C","piwFS/C","piwKN/C","piwSB/C","piwSI/C","piwSL/C","piwXX/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","piPace","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","Q","TG","TIP","PlayerNameRoute","PlayerName","position","TeamName","TeamNameAbb","teamid","playerid","EV90"
"L",669373,"<a href=""statss.aspx?playerid=22267&position=P"">Tarik Skubal</a>","<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2025&month=0&season1=2025&ind=0&team=6&rost=0&age=0"">DET</a>",2025,28,"28 - 28",2025,2025,13,6,2.21160415315086,31,31,21,1,1,0,0,195.1,748,141,55,48,18,33,0,5,3,2,241,191,179,96,21,2849,846,2003,100,14,3,2,11.1040958522783,1.52047785529121,7.3030303,6.49658719988064,0.829351557431571,0.198591549295775,0.890785006130206,0.272727272727273,0.80624187,2.44912947440536,1.067039106,0.206008583,0.409871244,0.384120171,0.117318435,0.100558659,0.073298429,0.666666666,0.39037433,0.790000021457672,59.1225662231445,195.100006103516,,,59.1225662231445,6.63607740402222,53.0886192321777,7.08466053009033,-0.0267283096909523,0.475311696529388,0.448583394289017,2.64749679915526,2.66399980772163,3.97403836250305,-9.94728755950928,13.9213266372681,43.611400604248,4.50185680389404,0.946463704109192,0.939099490642548,0.872580647468567,1.23344004154205,30,31,5.18075656890869,-0.981928504769241,0.53246753,97.49571523,0.12495612,90.0252809,,,0.02772903,81.27848101,0.31484731,88.09587514,,,,,,,13.8714752197266,3.98488688468933,,-0.137435108423233,26.2769641876221,,,0.914401794312891,1.11935024850824,,-0.173968491674979,2.92942744566578,,,0.37949762,0.72165698,0.54475254,0.54561717,0.78046324,0.69587629,0.48297648,0.71524064,0.16567217,0.15514216,0.32081432,0,0,0,53.852693026609,57.7181541566552,63.0153537234782,0.32219251,0.04411765,0.27807487,2.71344699538584,2.70861013203381,4.60750865239762,-0.237525321254509,174,162,133,95,240,134,469,0.37100213,0.34541578,0.28358209,0.20255864,0.51172708,0.28571429,129.405753345382,46.9474365261944,275.639654904262,78.2804260330799,68.8073718362927,82.5765351851604,69.4852016489837,95.047788984728,110.420747067017,143.190749269825,51.9485300875649,105.270643203764,99.1295852799589,98.2817732599761,83.6921058109356,90.2463186547994,99.3866894164891,117.496718630211,128.17563551618,98.404545249485,88.7465626254773,2.7103468368481,70.9060364022346,67.5429079664804,61.4089202458101,20,54.37544,20,65.6347299762188,64.5920246373365,57.8693028775268,60.4026359555556,58.6831873925926,64.6818939111111,59.7375630337079,52.7946086797753,61.0310483426966,,,,,,,,,,68.5132521270621,64.8325297858898,63.9129970937171,-1.0242118041418,2.62121023166023,123.494726256983,109.733675977654,130.872581005587,116.708101265823,82.7237974683544,90.7572151898734,113.388513674197,103.284542211653,112.213460166469,110.499259259259,106.458933333333,119.095940740741,114.166666666667,100.373672316384,117.078587570621,,,,,,,113.18,142.04,157.36,,,,116.021885104919,104.835830753354,119.267320261438,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0.2951913,,,0.001053,,0.23692524,0.12495612,0.02772903,,,0.31414531,,,,0.12495612,,0.02772903,,97.5545760255648,,,89.2999979654948,,97.2955555555556,89.9752787043539,81.212655755538,,,88.043688896648,,,89.9752787043539,,81.212655755538,,2.51266657299718,,,8.65504709879557,,8.11381438078704,-1.27564702409037,-2.42054188402393,,,9.07249585370112,,,-1.27564702409037,,-2.42054188402393,,10.0588979823127,,,3.95527331034342,,8.15995081018518,3.02988699580846,-2.80599685862095,,,4.18137138835545,,,3.02988699580846,,-2.80599685862095,,9.19157028198242,,,-0.178716480731964,,6.32436084747314,4.10863924026489,-0.150373429059982,,,26.7578468322754,,,4.10863924026489,0,-0.150373429059982,0,1.09293344613346,,,-5.9572160243988,,0.936942347773799,1.15411214614182,-0.190346112734155,,,2.98970355667881,,,1.15411214614182,,-0.190346112734155,,52.3057883100476,,,47.7340596516927,,50.0280034722222,49.3156710849719,53.8077408030063,,,46.3219535614525,,,49.3156710849719,,53.8077408030063,,2353.85493460166,,,941.333333333333,,2248.5437037037,2232.91292134831,2504.48101265823,,,1837.29832402235,,,2232.91292134831,,2504.48101265823,,0.34775767,0.70342205,0.54475254,0.47963801,0.78018018,0.69458763,0.55387855,17.62619962,71.1988493577811,0.20997766,0.26385809,0.17721519,0.09534368,0.06403574,27,1343,31.9266451042442,9.39053192479524,-2.64896377483945,0.44005957,26.8398059381981,28.083945108898,0.76595745,0.82309942,0.31344331,0.56934307,0.63817664,0.43278343,0.2833638,0.41290323,0.19199719,0.0625,0.27272727,0.06177606,,,0,0.50268336,0.55871886,0.1962092,0.34867395,0.50111857,0.44998245,0.70516911,0.77285068,0.55001755,0.31449631,,0.02843103,0.29378729,,,,,0.23903124,0.12425412,,88.1725027901786,,81.3531358506944,97.7073999402628,,,,,97.436800201909,90.1478250794491,,8.69058391026088,,-2.85396491156684,2.02792391213038,,,,,7.61347125665382,-1.84171687411723,,2.61260223388672,,-4.33270941840278,8.92988234580347,,,,,6.9322536653359,1.78287398343706,,26.3442287445068,,-0.203916981816292,9.8156328201294,,,,,5.93520021438599,4.16218280792236,,2.94020410094942,,-0.251749360267027,1.17271598806803,,,,,0.87154188170132,1.1757578553453,,0.34803528,0.69787765,0.54475254,0.48387097,0.77549195,0.6939433,0.56230256,17.62619962,469,86.1135500672043,12.7075268817204,38,0.08102345,114.2,155,0.33049041,1.20576,162,195.33332824707,"Tarik Skubal","Tarik Skubal","P","DET","DET",6,22267,104.1
"R",694973,"<a href=""statss.aspx?playerid=33677&position=P"">Paul Skenes</a>","<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2025&month=0&season1=2025&ind=0&team=27&rost=0&age=0"">PIT</a>",2025,23,"23 - 23",2025,2025,10,10,1.96625232682994,32,32,20,1,0,0,0,187.2,733,136,45,41,11,42,0,6,2,0,216,207,174,86,18,2997,1045,1952,71,17,2,0,10.3587927462261,2.01420970065507,5.14285714,6.5222028402164,0.527531112076327,0.198540145985401,0.948490282319052,0.27292576419214,0.82443654,2.36248973991318,1.189655172,0.184154175,0.443254817,0.372591006,0.103448275,0.06321839,0.082125603,0,0.36698499,0.11999998986721,57.897102355957,187.199996948242,,,57.897102355957,6.50251483917236,52.0201187133789,8.16564655303955,0.886999070644379,0.776132225990295,1.66313123703003,2.45212989416862,3.02996388323901,5.18337821960449,-9.43639755249023,14.6197757720947,52.5175018310547,5.31688594818115,0.983495593070984,0.976519823074341,0.872981250286102,1.06657421588898,31,32,4.7441873550415,0.526175070700837,0.49249249,98.10365854,0.21488155,84.72049689,,,0.04738071,83.8943662,0.10910911,88.78287462,0.13613614,93.72058824,,,,,23.7627868652344,9.78584480285645,,-4.4398922920227,8.36211490631104,4.37151336669922,,1.60994490956872,1.51954111845597,,-3.12668471269205,2.55722168388717,1.07144935458314,,0.34193548,0.69659443,0.49482816,0.58662093,0.80888889,0.72151045,0.43109776,0.60845839,0.13780447,0.15515516,0.29295963,0,0,0,45.8538663834981,58.1783590540595,73.7449184895307,0.2946794,0.05729877,0.23738063,3.09664733385941,3.19694099705997,3.40497354158356,-0.396237413083232,202,167,100,85,246,138,469,0.43070362,0.35607676,0.21321962,0.18123667,0.52452026,0.29424307,123.26750766073,63.1855898238427,195.088015386932,76.9690725411152,45.6494684074892,81.3011776181373,73.2012627984361,93.7600071465967,115.037402326337,134.321573082357,68.8517789976994,92.7881281457199,105.156839603321,98.0464442833851,54.0286047773983,105.316644542288,101.758434827257,88.4303869133738,115.580009255547,101.182789276015,90.5906943283252,2.65242707873527,54.2877416871166,57.3415315030675,54.0177017177914,51.8776345,52.8112436428571,50.2376821428571,60.3519661622074,52.4315522909699,59.0213405685619,60.0296127697842,57.3111879496403,44.2933914748201,66.3675232612055,60.965551885626,58.310098423493,,,,,,,62.6663381818182,52.2724938123167,65.8513702639296,62.35845335669,55.8684362295629,58.2139139039039,-0.642574961628295,3.1936655288622,102.174171779141,106.986871165644,102.01245398773,118.049571428571,101.626,112.301857142857,97.6839464882943,113.222876254181,107.785217391304,114.38623655914,108.921863799283,121.519784946237,131.259660493827,105.011296296296,131.077345679012,,,,,,,89.5641075794621,125.302542787286,122.967090464548,,,,106.850750250083,111.424334778259,115.719659886629,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0.39906573,,,0.1364698,,0.09309309,0.21588255,0.04671338,,,0.10877544,,,,0.05705706,0.15882549,0.04671338,,98.1730769230769,,,93.6904607273839,,97.6229348678315,84.6630602782071,83.86142578125,,,88.7460098734663,,,85.2567274305556,84.4497931985294,83.86142578125,,-8.80936944763796,,,-8.29085624713478,,-10.6989553581429,4.46245781310375,2.70738198416574,,,-10.1553161246645,,,1.01214233755368,5.70196174172794,2.70738198416574,,6.78961120401338,,,0.381134480893758,,3.89639774445565,3.61780030428903,-1.31076845441546,,,3.4833325345092,,,4.36610457213999,3.3489764558167,-1.31076845441546,,21.7685527801514,,,2.92011427879333,,3.88746690750122,9.85809803009033,-4.55816268920898,,,8.27879333496094,,,0.407793879508972,9.45030403137207,-4.55816268920898,0,1.82011310870831,,,0.713964371343114,,1.39335731451657,1.52366275580994,-3.25583049229213,,,2.53950715796348,,,0.238475952929223,1.98535798978405,-3.25583049229213,,24.2427541675376,,,22.2957527888142,,23.306651125672,23.0412329743045,25.5614414760045,,,21.2395948164302,,,22.690947950932,23.1670701483718,25.5614414760045,,2256.38461538462,,,1677.59168704156,,2268.01792114695,2329.01236476043,2439.15,,,1807.60122699387,,,2318.4269005848,2332.81512605042,2439.15,,0.30612245,0.66560914,0.49516183,0.52643678,0.80171592,0.72102426,0.52585919,18.65778961,71.2265993514151,0.20361635,0.28,0.19811321,0.11777778,0.08333333,20,1272,32.6921187106918,9.40792827486242,-0.59131084897983,0.46462264,27.312487716195,27.3598479264937,0.71410737,0.84090909,0.26726727,0.54781319,0.70500677,0.45011678,0.25518341,0.3875,0.20920921,0.05909091,0.46153846,0.07340674,,,0,0.43949045,0.65942029,0.20954288,0.30440678,0.55679287,0.49215883,0.68002628,0.79227053,0.50784117,0.10910911,,0.04671338,0.38972306,,,,,0.23890557,0.21554888,,88.7208584193425,,83.8770298549107,98.2323349208048,,,,,95.4541615747207,84.7181513641641,,-9.62178660168196,,3.50050571986607,-8.13225147822132,,,,,-8.79409943479399,5.39602594995646,,2.03391277534881,,-2.60025089808873,5.86315625334439,,,,,0.705193588853548,2.40362397657459,,8.25419044494629,,-4.9296145439148,19.0822067260742,,,,,9.1742525100708,10.254153251648,,2.52421726145146,,-3.52115324565343,1.63375057586252,,,,,1.28132018297078,1.5873302247133,,0.30318021,0.66624526,0.49482816,0.51748252,0.80170778,0.71948753,0.52786119,18.65778961,469,87.5702619881466,12.2176724137931,27,0.0575693,115.8,188,0.40085288,1.15844,162,187.666656494141,"Paul Skenes","Paul Skenes","P","PIT","PIT",27,33677,104.9
"L",650911,"<a href=""statss.aspx?playerid=20778&position=P"">Cristopher Sanchez</a>","<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2025&month=0&season1=2025&ind=0&team=26&rost=0&age=0"">PHI</a>",2025,28,"28 - 28",2025,2025,13,5,2.4950495049505,32,32,22,1,0,0,0,202,807,171,58,56,12,44,0,6,6,1,212,316,130,96,4,2897,956,1941,104,21,2,0,9.44554455445545,1.96039603960396,4.81818182,7.61881188118812,0.534653465346535,0.225891677675033,1.06435643564356,0.298311444652908,0.79823702,2.5509779023652,2.43076923,0.177121771,0.58302583,0.239852398,0.03076923,0.092307692,0.066455696,0,0.33209418,-0.899999976158142,57.3396339416504,202,,,57.3396339416504,6.40023326873779,51.2018661499023,7.73822689056396,1.62937140464783,-0.291377931833267,1.33799350261688,2.75028927392041,2.77090914455971,4.62843036651611,-11.6406698226929,16.269100189209,46.6900024414062,4.70487117767334,1.02564752101898,0.970138788223267,0.865756273269653,1.19779360294342,31,32,3.87853622436523,0.634154804144992,0.45994475,95.44402705,0.16609116,85.75051975,,,,,0.37396409,86.31578947,,,,,0.00034518,,18.1917533874512,-0.98766440153122,,,19.922004699707,,,1.36574725131015,-0.205335634413975,,,1.83952028621487,,,0.35407592,0.66408068,0.49205801,0.56239016,0.82009346,0.71719298,0.44509669,0.65551425,0.13910942,0.17466344,0.31377287,0,0,0,58.3429967791883,61.2862523254223,67.6103698254204,0.26270136,0.05452292,0.20817844,3.02081921202277,3.54736726381522,4.63366336633663,-0.0559283974147085,234,190,120,81,291,172,545,0.43014706,0.34926471,0.22058824,0.14889706,0.53492647,0.31617647,112.400041612021,61.4974597781038,182.771852822938,89.9102494550479,46.2657953560849,92.5014904062137,82.1434195047907,102.48091918093,111.381664254132,119.745256875046,65.5162437609721,89.2447732175763,138.315820468349,63.1165927197484,78.8893201643036,105.180551738977,99.8117086355635,91.4864370151957,94.956076255956,103.190204336671,97.3434852606006,3.02391492921623,64.705283601108,58.5064194644506,55.9929029732225,,,,,,,58.9915701126126,56.0107292792793,57.5561409159159,57.0839065072765,53.421253950104,57.6456874428274,,,,,,,,,,64.0428556851916,59.9666694718674,59.7092132827062,-0.747018122195374,3.03700055574732,116.561458910434,101.617987072946,118.295734072022,,,,,,,113.643993993994,98.8340690690691,115.358003003003,110.51359832636,105.393263598326,119.233849372385,,,,,,,,,,,,,114.269112959113,100.828877338877,116.986437976438,0,0,1,0,0,0,,,0.0404091887176037,,,,0,1,0,0.0404091887176037,0.0404091887176037,,,,,,0.45994475,0.16609116,,,,0.37396409,,,,0.16609116,,,,,,,,,95.3132859421922,85.6750503508316,,,,86.2768207525392,,,85.6750503508316,,,,,,,,,11.1513488586242,-0.173420467892209,,,,10.3140500562673,,,-0.173420467892209,,,,,,,,,2.93371068822729,0.00248714816793335,,,,-0.257530205357658,,,0.00248714816793335,,,,,,,,,19.8795967102051,-0.937438607215881,,,,19.7610378265381,,,-0.937438607215881,0,0,0,,,,,,1.49246221548086,-0.194893681333863,,,,1.82465723236732,,,-0.194893681333863,,,,,,,,,30.469873193506,31.1316694549116,,,,27.8768611495845,,,31.1316694549116,,,,,,,,,2137.23123123123,2088.3367983368,,,,2041.39427516159,,,2088.3367983368,,,,0.31914894,0.63544304,0.49171271,0.49761905,0.80976096,0.71769663,0.54558011,19.39654345,71.9501651716821,0.26697531,0.35611907,0.2492284,0.16097023,0.11265432,18,1296,33.5187234760802,11.1295015311535,-4.01426225827064,0.47530864,26.9137128665123,28.1033830054012,0.70460048,0.8556701,0.28531952,0.53201581,0.68796434,0.43696028,0.25615764,0.37820513,0.21036269,0.06666667,0.15384615,0.06735751,,,0,0.45500849,0.6380597,0.20345423,0.31371141,0.53089245,0.48100829,0.65668663,0.80040527,0.51899171,0.3746547,,,,,,,,0.45959945,0.16540055,0.0003453,86.1298315092166,,,,,,,,95.2566033527423,85.534821894572,104.196998596191,9.9031736031106,,,,,,,,10.6953198370586,-0.874893730020224,0,-1.77266896331365,,,,,,,,1.67496280111288,-1.44285465630708,0,19.6383228302002,,,,,,,,19.8257999420166,-0.774314343929291,0.053797785192728,1.80998367098619,,,,,,,,1.48954169361507,-0.161652263868328,5.3797785192728,0.33258929,0.62991618,0.49188256,0.49440716,0.8198567,0.71769663,0.5357513,19.39654345,545,88.9701822916667,2.9630314232902,31,0.05688073,115.2,217,0.39816514,1.24691,162,202,"Cristopher Sanchez","Cristopher Sánchez","P","PHI","PHI",26,20778,105.9
"L",676979,"<a href=""statss.aspx?playerid=27463&position=P"">Garrett Crochet</a>","<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2025&month=0&season1=2025&ind=0&team=3&rost=0&age=0"">BOS</a>",2025,26,"26 - 26",2025,2025,18,5,2.58603902509712,32,32,22,1,1,0,0,205.1,814,165,62,59,24,46,0,3,7,3,255,243,170,90,19,3151,1037,2114,120,13,6,1,11.1769483288096,2.01623381617741,5.54347826,7.23214303628855,1.05194807800561,0.215686274509804,1.02759742805177,0.290123456790123,0.84257206,2.88675968867769,1.429411764,0.178926441,0.483101391,0.337972166,0.111764705,0.14117647,0.053497942,0.166666666,0.3992629,0.340000003576279,52.7548294067383,205.100006103516,,,52.7548294067383,5.78023147583008,46.2418518066406,7.28478622436523,1.7363475561142,-0.231792807579041,1.50455474853516,3.02796102606927,2.64371918029572,4.92777824401855,-11.2415723800659,16.1693496704102,44.7411994934082,4.54119443893433,0.996251702308655,0.970225930213928,0.868193745613098,1.12249028682709,31,32,4.14139223098755,0.804926287313813,0.51951761,96.32885086,0.1593145,82.79083665,0.27832434,90.90307868,,,0.04284354,87.81481481,,,,,,,3.29041290283203,13.7925968170166,10.1619243621826,,2.18479537963867,,,0.201002620820527,2.74752924641765,1.15871429443359,,1.6183669478805,,,0.35946574,0.70308123,0.5152381,0.56219709,0.84063745,0.73444239,0.45333333,0.63636364,0.13678197,0.15360203,0.29038401,0,0,0,60.5928741389993,68.2190716807896,62.5200108777582,0.31326781,0.05651106,0.25675676,2.85518506041598,2.96442744667466,5.25974039002803,-0.300720663580569,216,176,117,90,254,165,510,0.42436149,0.34577603,0.22986248,0.17681729,0.49901768,0.32416503,130.25476705474,62.2547765345957,209.228549130899,87.14348327738,87.2751511795134,89.6847086352527,80.1571804765174,101.110508035194,115.396433471068,139.224380007829,66.5417693943665,91.4316348180034,116.840693849704,86.4742502340368,117.497152236829,103.225990415884,99.4903452287095,95.2390422256847,111.886951941829,95.9605424090096,100.689862416708,2.88012613853992,42.3066714925373,44.4458591791045,44.7082876865672,,,,59.3152216491228,62.7641825438596,51.2356990175439,58.9913452610442,60.9358639156627,51.8093717871486,52.8644720318725,59.3814362151394,49.3775088047809,,,,66.6831084360731,65.9162221803653,60.0197720890411,,,,63.0084208917804,62.0139609362108,57.608555721993,-0.682876464614408,3.13321296731196,102.040895522388,94.0886567164179,87.6219402985075,,,,111.813210526316,93.9052631578947,101.893894736842,102.040281124498,110.0740562249,118.423694779116,141.482,99.54472,116.50812,,,,117.184360730594,101.416210045662,123.207945205479,,,,,,,116.057816677276,99.4584850413749,112.139955442393,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0.36190476,,0.27809524,,,0.15809524,0.15936508,,,,0.04253968,,,,,0.15936508,,,96.4015762061403,,90.8682666238584,,,95.9967918549197,82.746015936255,,,,87.6761164878731,,,,82.746015936255,,,5.35064975671601,,-1.3418438358394,,,9.95223864206827,-7.11513856682644,,,,7.34260080821479,,,,-7.11513856682644,,,9.38278251781798,,3.85656598931578,,,4.96582325395331,-1.28155067717412,,,,4.02963757870802,,,,-1.28155067717412,,,-9.1337423324585,,10.4742345809937,,,13.2934913635254,14.0323295593262,,,,2.23087501525879,,,0,14.0323295593262,0,0,-0.801205467759517,,1.19568887910886,,,2.66937577580831,2.79528477277414,,,,1.66483210093939,,,,2.79528477277414,,,33.2849061129386,,36.7403837578482,,,30.7351515436747,40.666217940737,,,,31.3684264225746,,,,40.666217940737,,,2436.14912280702,,2584.50114155251,,,2379.92369477912,2377.89442231076,,,,1698.31343283582,,,,2377.89442231076,,,0.32205779,0.67533218,0.51619048,0.46827133,0.83575706,0.73247232,0.54952381,17.41943844,71.9851347780127,0.26568006,0.26833977,0.19591261,0.11196911,0.08174771,48,1419,31.9947944194856,9.8708232855444,-1.06381791204193,0.50317125,27.324048075229,28.2941194282946,0.73884657,0.86156112,0.29174603,0.53928571,0.71125828,0.44444444,0.2796748,0.40116279,0.1952381,0.09259259,0,0.06857143,,,0,0.44494721,0.61694915,0.21047619,0.32597055,0.51540041,0.47428571,0.68780193,0.82528534,0.52571429,0.04253968,,,0.36031746,0.25269841,,,,0.15936508,0.18507937,,87.8490919426306,,,96.5495250550661,91.2407447393216,,,,96.1058422559761,83.5342450150086,,6.83615567790928,,,4.57857499311674,-2.07812684025597,,,,9.33873976749253,-7.34173322255575,,2.54993814496852,,,8.27318454019824,2.90662694576398,,,,3.75272688542704,-2.66530016315127,,2.23087501525879,,,-8.82782363891602,8.65226173400879,,,,13.4852628707886,15.765082359314,,1.66483210093939,,,-0.777781818406697,1.08696755452372,,,,2.6863073447786,2.7041307648909,,0.32671864,0.66992524,0.51619048,0.48373102,0.83090129,0.73247232,0.55206349,17.41943844,510,87.6535887699203,10.4641434262948,37,0.07254902,115.5,190,0.37254902,1.26749,162,205.33332824707,"Garrett Crochet","Garrett Crochet","P","BOS","BOS",3,27463,104.8
