"game_pk","game_date","season","game_type","home_team","away_team","venue_id","venue_name"
413661,2015-04-06,2015,"R","CHICAGOCUBS","STLOUISCARDINALS",17,"Wrigley Field"
413663,2015-04-06,2015,"R","NEWYORKYANKEES","TORONTOBLUEJAYS",3313,"Yankee Stadium"
413656,2015-04-06,2015,"R","DETROITTIGERS","MINNESOTATWINS",2394,"Comerica Park"
413655,2015-04-06,2015,"R","MILWAUKEEBREWERS","COLORADOROCKIES",32,"Miller Park"
413652,2015-04-06,2015,"R","PHILADELPHIAPHILLIES","BOSTONREDSOX",2681,"Citizens Bank Park"
413651,2015-04-06,2015,"R","TAMPABAYRAYS","BALTIMOREORIOLES",12,"Tropicana Field"
413657,2015-04-06,2015,"R","WASHINGTONNATIONALS","NEWYORKMETS",3309,"Nationals Park"
413658,2015-04-06,2015,"R","CINCINNATIREDS","PITTSBURGHPIRATES",2602,"Great American Ball Park"
413659,2015-04-06,2015,"R","LOSANGELESDODGERS","SANDIEGOPADRES",22,"Dodger Stadium"
413649,2015-04-06,2015,"R","SEATTLEMARINERS","LOSANGELESANGELS",680,"Safeco Field"
413653,2015-04-06,2015,"R","KANSASCITYROYALS","CHICAGOWHITESOX",7,"Kauffman Stadium"
413650,2015-04-06,2015,"R","MIAMIMARLINS","ATLANTABRAVES",4169,"Marlins Park"
413654,2015-04-06,2015,"R","HOUSTONASTROS","CLEVELANDINDIANS",2392,"Minute Maid Park"
413662,2015-04-07,2015,"R","OAKLANDATHLETICS","TEXASRANGERS",10,"O.co Coliseum"
413660,2015-04-07,2015,"R","ARIZONADIAMONDBACKS","SANFRANCISCOGIANTS",15,"Chase Field"
413666,2015-04-07,2015,"R","TAMPABAYRAYS","BALTIMOREORIOLES",12,"Tropicana Field"
413665,2015-04-07,2015,"R","MIAMIMARLINS","ATLANTABRAVES",4169,"Marlins Park"
413667,2015-04-08,2015,"R","MILWAUKEEBREWERS","COLORADOROCKIES",32,"Miller Park"
413669,2015-04-08,2015,"R","ARIZONADIAMONDBACKS","SANFRANCISCOGIANTS",15,"Chase Field"
413670,2015-04-08,2015,"R","OAKLANDATHLETICS","TEXASRANGERS",10,"O.co Coliseum"
413668,2015-04-08,2015,"R","LOSANGELESDODGERS","SANDIEGOPADRES",22,"Dodger Stadium"
413664,2015-04-08,2015,"R","SEATTLEMARINERS","LOSANGELESANGELS",680,"Safeco Field"
413683,2015-04-07,2015,"R","CHICAGOCUBS","STLOUISCARDINALS",17,"Wrigley Field"
413678,2015-04-08,2015,"R","DETROITTIGERS","MINNESOTATWINS",2394,"Comerica Park"
413693,2015-04-08,2015,"R","CHICAGOCUBS","STLOUISCARDINALS",17,"Wrigley Field"
413679,2015-04-08,2015,"R","WASHINGTONNATIONALS","NEWYORKMETS",3309,"Nationals Park"
413674,2015-04-08,2015,"R","PHILADELPHIAPHILLIES","BOSTONREDSOX",2681,"Citizens Bank Park"
413685,2015-04-08,2015,"R","NEWYORKYANKEES","TORONTOBLUEJAYS",3313,"Yankee Stadium"
413680,2015-04-08,2015,"R","CINCINNATIREDS","PITTSBURGHPIRATES",2602,"Great American Ball Park"
413673,2015-04-08,2015,"R","TAMPABAYRAYS","BALTIMOREORIOLES",12,"Tropicana Field"
413672,2015-04-08,2015,"R","MIAMIMARLINS","ATLANTABRAVES",4169,"Marlins Park"
413676,2015-04-09,2015,"R","HOUSTONASTROS","CLEVELANDINDIANS",2392,"Minute Maid Park"
413675,2015-04-09,2015,"R","KANSASCITYROYALS","CHICAGOWHITESOX",7,"Kauffman Stadium"
413677,2015-04-09,2015,"R","MILWAUKEEBREWERS","COLORADOROCKIES",32,"Miller Park"
413682,2015-04-09,2015,"R","ARIZONADIAMONDBACKS","SANFRANCISCOGIANTS",15,"Chase Field"
413684,2015-04-09,2015,"R","OAKLANDATHLETICS","TEXASRANGERS",10,"O.co Coliseum"
413681,2015-04-09,2015,"R","LOSANGELESDODGERS","SANDIEGOPADRES",22,"Dodger Stadium"
413671,2015-04-09,2015,"R","SEATTLEMARINERS","LOSANGELESANGELS",680,"Safeco Field"
413691,2015-04-09,2015,"R","CINCINNATIREDS","PITTSBURGHPIRATES",2602,"Great American Ball Park"
413690,2015-04-09,2015,"R","WASHINGTONNATIONALS","NEWYORKMETS",3309,"Nationals Park"
413689,2015-04-09,2015,"R","DETROITTIGERS","MINNESOTATWINS",2394,"Comerica Park"
413688,2015-04-09,2015,"R","HOUSTONASTROS","CLEVELANDINDIANS",2392,"Minute Maid Park"
413687,2015-04-09,2015,"R","KANSASCITYROYALS","CHICAGOWHITESOX",7,"Kauffman Stadium"
413694,2015-04-09,2015,"R","OAKLANDATHLETICS","TEXASRANGERS",10,"O.co Coliseum"
413692,2015-04-09,2015,"R","SANDIEGOPADRES","SANFRANCISCOGIANTS",2680,"Petco Park"
413686,2015-04-09,2015,"R","PHILADELPHIAPHILLIES","BOSTONREDSOX",2681,"Citizens Bank Park"
413695,2015-04-09,2015,"R","NEWYORKYANKEES","TORONTOBLUEJAYS",3313,"Yankee Stadium"
413709,2015-04-10,2015,"R","BALTIMOREORIOLES","TORONTOBLUEJAYS",2,"Oriole Park at Camden Yards"
413699,2015-04-10,2015,"R","TEXASRANGERS","HOUSTONASTROS",13,"Globe Life Park in Arlington"
413697,2015-04-10,2015,"R","COLORADOROCKIES","CHICAGOCUBS",19,"Coors Field"
413698,2015-04-10,2015,"R","CLEVELANDINDIANS","DETROITTIGERS",5,"Progressive Field"
413702,2015-04-10,2015,"R","CHICAGOWHITESOX","MINNESOTATWINS",4,"U.S. Cellular Field"
413710,2015-04-10,2015,"R","PHILADELPHIAPHILLIES","WASHINGTONNATIONALS",2681,"Citizens Bank Park"
413696,2015-04-10,2015,"R","NEWYORKYANKEES","BOSTONREDSOX",3313,"Yankee Stadium"
413707,2015-04-10,2015,"R","CINCINNATIREDS","STLOUISCARDINALS",2602,"Great American Ball Park"
413708,2015-04-10,2015,"R","MIAMIMARLINS","TAMPABAYRAYS",4169,"Marlins Park"
413703,2015-04-10,2015,"R","ATLANTABRAVES","NEWYORKMETS",16,"Turner Field"
413704,2015-04-11,2015,"R","MILWAUKEEBREWERS","PITTSBURGHPIRATES",32,"Miller Park"
413701,2015-04-11,2015,"R","ARIZONADIAMONDBACKS","LOSANGELESDODGERS",15,"Chase Field"
413700,2015-04-11,2015,"R","LOSANGELESANGELS","KANSASCITYROYALS",1,"Angel Stadium of Anaheim"
413705,2015-04-11,2015,"R","OAKLANDATHLETICS","SEATTLEMARINERS",10,"O.co Coliseum"
413706,2015-04-11,2015,"R","SANDIEGOPADRES","SANFRANCISCOGIANTS",2680,"Petco Park"
413711,2015-04-11,2015,"R","NEWYORKYANKEES","BOSTONREDSOX",3313,"Yankee Stadium"
413722,2015-04-11,2015,"R","CINCINNATIREDS","STLOUISCARDINALS",2602,"Great American Ball Park"
413717,2015-04-11,2015,"R","CHICAGOWHITESOX","MINNESOTATWINS",4,"U.S. Cellular Field"
413720,2015-04-11,2015,"R","OAKLANDATHLETICS","SEATTLEMARINERS",10,"O.co Coliseum"
413713,2015-04-11,2015,"R","CLEVELANDINDIANS","DETROITTIGERS",5,"Progressive Field"
413723,2015-04-11,2015,"R","MIAMIMARLINS","TAMPABAYRAYS",4169,"Marlins Park"
413724,2015-04-11,2015,"R","BALTIMOREORIOLES","TORONTOBLUEJAYS",2,"Oriole Park at Camden Yards"
413725,2015-04-11,2015,"R","PHILADELPHIAPHILLIES","WASHINGTONNATIONALS",2681,"Citizens Bank Park"
413718,2015-04-11,2015,"R","ATLANTABRAVES","NEWYORKMETS",16,"Turner Field"
413719,2015-04-11,2015,"R","MILWAUKEEBREWERS","PITTSBURGHPIRATES",32,"Miller Park"
413714,2015-04-12,2015,"R","TEXASRANGERS","HOUSTONASTROS",13,"Globe Life Park in Arlington"
413712,2015-04-12,2015,"R","COLORADOROCKIES","CHICAGOCUBS",19,"Coors Field"
413716,2015-04-12,2015,"R","ARIZONADIAMONDBACKS","LOSANGELESDODGERS",15,"Chase Field"
413721,2015-04-12,2015,"R","SANDIEGOPADRES","SANFRANCISCOGIANTS",2680,"Petco Park"
413715,2015-04-12,2015,"R","LOSANGELESANGELS","KANSASCITYROYALS",1,"Angel Stadium of Anaheim"
413728,2015-04-12,2015,"R","CLEVELANDINDIANS","DETROITTIGERS",5,"Progressive Field"
413737,2015-04-12,2015,"R","CINCINNATIREDS","STLOUISCARDINALS",2602,"Great American Ball Park"
413738,2015-04-12,2015,"R","MIAMIMARLINS","TAMPABAYRAYS",4169,"Marlins Park"
413739,2015-04-12,2015,"R","BALTIMOREORIOLES","TORONTOBLUEJAYS",2,"Oriole Park at Camden Yards"
413740,2015-04-12,2015,"R","PHILADELPHIAPHILLIES","WASHINGTONNATIONALS",2681,"Citizens Bank Park"
413733,2015-04-12,2015,"R","ATLANTABRAVES","NEWYORKMETS",16,"Turner Field"
413732,2015-04-12,2015,"R","CHICAGOWHITESOX","MINNESOTATWINS",4,"U.S. Cellular Field"
413734,2015-04-12,2015,"R","MILWAUKEEBREWERS","PITTSBURGHPIRATES",32,"Miller Park"
413729,2015-04-12,2015,"R","TEXASRANGERS","HOUSTONASTROS",13,"Globe Life Park in Arlington"
413730,2015-04-12,2015,"R","LOSANGELESANGELS","KANSASCITYROYALS",1,"Angel Stadium of Anaheim"
413735,2015-04-12,2015,"R","OAKLANDATHLETICS","SEATTLEMARINERS",10,"O.co Coliseum"
413727,2015-04-12,2015,"R","COLORADOROCKIES","CHICAGOCUBS",19,"Coors Field"
413731,2015-04-12,2015,"R","ARIZONADIAMONDBACKS","LOSANGELESDODGERS",15,"Chase Field"
413736,2015-04-12,2015,"R","SANDIEGOPADRES","SANFRANCISCOGIANTS",2680,"Petco Park"
413726,2015-04-13,2015,"R","NEWYORKYANKEES","BOSTONREDSOX",3313,"Yankee Stadium"
413751,2015-04-13,2015,"R","NEWYORKMETS","PHILADELPHIAPHILLIES",3289,"Citi Field"
413745,2015-04-13,2015,"R","PITTSBURGHPIRATES","DETROITTIGERS",31,"PNC Park"
413754,2015-04-13,2015,"R","BOSTONREDSOX","WASHINGTONNATIONALS",3,"Fenway Park"
413746,2015-04-13,2015,"R","MINNESOTATWINS","KANSASCITYROYALS",3312,"Target Field"
413748,2015-04-13,2015,"R","STLOUISCARDINALS","MILWAUKEEBREWERS",2889,"Busch Stadium"
413744,2015-04-13,2015,"R","SANFRANCISCOGIANTS","COLORADOROCKIES",2395,"AT&T Park"
413749,2015-04-13,2015,"R","BALTIMOREORIOLES","NEWYORKYANKEES",2,"Oriole Park at Camden Yards"
413753,2015-04-13,2015,"R","TORONTOBLUEJAYS","TAMPABAYRAYS",14,"Rogers Centre"
413747,2015-04-13,2015,"R","ATLANTABRAVES","MIAMIMARLINS",16,"Turner Field"
413743,2015-04-14,2015,"R","CHICAGOCUBS","CINCINNATIREDS",17,"Wrigley Field"
413741,2015-04-14,2015,"R","TEXASRANGERS","LOSANGELESANGELS",13,"Globe Life Park in Arlington"
413750,2015-04-14,2015,"R","HOUSTONASTROS","OAKLANDATHLETICS",2392,"Minute Maid Park"
413742,2015-04-14,2015,"R","SANDIEGOPADRES","ARIZONADIAMONDBACKS",2680,"Petco Park"
413752,2015-04-14,2015,"R","LOSANGELESDODGERS","SEATTLEMARINERS",22,"Dodger Stadium"
413767,2015-04-14,2015,"R","BOSTONREDSOX","WASHINGTONNATIONALS",3,"Fenway Park"
413760,2015-04-14,2015,"R","PITTSBURGHPIRATES","DETROITTIGERS",31,"PNC Park"
413762,2015-04-14,2015,"R","BALTIMOREORIOLES","NEWYORKYANKEES",2,"Oriole Park at Camden Yards"
413766,2015-04-14,2015,"R","TORONTOBLUEJAYS","TAMPABAYRAYS",14,"Rogers Centre"
413764,2015-04-14,2015,"R","NEWYORKMETS","PHILADELPHIAPHILLIES",3289,"Citi Field"
413757,2015-04-14,2015,"R","CLEVELANDINDIANS","CHICAGOWHITESOX",5,"Progressive Field"
413761,2015-04-14,2015,"R","ATLANTABRAVES","MIAMIMARLINS",16,"Turner Field"
413758,2015-04-15,2015,"R","CHICAGOCUBS","CINCINNATIREDS",17,"Wrigley Field"
413755,2015-04-15,2015,"R","TEXASRANGERS","LOSANGELESANGELS",13,"Globe Life Park in Arlington"
413763,2015-04-15,2015,"R","HOUSTONASTROS","OAKLANDATHLETICS",2392,"Minute Maid Park"
413756,2015-04-15,2015,"R","SANDIEGOPADRES","ARIZONADIAMONDBACKS",2680,"Petco Park"
413765,2015-04-15,2015,"R","LOSANGELESDODGERS","SEATTLEMARINERS",22,"Dodger Stadium"
413759,2015-04-15,2015,"R","SANFRANCISCOGIANTS","COLORADOROCKIES",2395,"AT&T Park"
413770,2015-04-15,2015,"R","CLEVELANDINDIANS","CHICAGOWHITESOX",5,"Progressive Field"
413775,2015-04-15,2015,"R","ATLANTABRAVES","MIAMIMARLINS",16,"Turner Field"
413782,2015-04-15,2015,"R","BOSTONREDSOX","WASHINGTONNATIONALS",3,"Fenway Park"
413768,2015-04-15,2015,"R","TEXASRANGERS","LOSANGELESANGELS",13,"Globe Life Park in Arlington"
413773,2015-04-15,2015,"R","PITTSBURGHPIRATES","DETROITTIGERS",31,"PNC Park"
413777,2015-04-15,2015,"R","BALTIMOREORIOLES","NEWYORKYANKEES",2,"Oriole Park at Camden Yards"
413781,2015-04-15,2015,"R","TORONTOBLUEJAYS","TAMPABAYRAYS",14,"Rogers Centre"
413779,2015-04-15,2015,"R","NEWYORKMETS","PHILADELPHIAPHILLIES",3289,"Citi Field"
413771,2015-04-16,2015,"R","CHICAGOCUBS","CINCINNATIREDS",17,"Wrigley Field"
413778,2015-04-16,2015,"R","HOUSTONASTROS","OAKLANDATHLETICS",2392,"Minute Maid Park"
413774,2015-04-16,2015,"R","MINNESOTATWINS","KANSASCITYROYALS",3312,"Target Field"
413776,2015-04-16,2015,"R","STLOUISCARDINALS","MILWAUKEEBREWERS",2889,"Busch Stadium"
413769,2015-04-16,2015,"R","SANDIEGOPADRES","ARIZONADIAMONDBACKS",2680,"Petco Park"
413780,2015-04-16,2015,"R","LOSANGELESDODGERS","SEATTLEMARINERS",22,"Dodger Stadium"
413772,2015-04-16,2015,"R","SANFRANCISCOGIANTS","COLORADOROCKIES",2395,"AT&T Park"
413784,2015-04-16,2015,"R","MINNESOTATWINS","KANSASCITYROYALS",3312,"Target Field"
413786,2015-04-16,2015,"R","STLOUISCARDINALS","MILWAUKEEBREWERS",2889,"Busch Stadium"
413787,2015-04-16,2015,"R","WASHINGTONNATIONALS","PHILADELPHIAPHILLIES",3309,"Nationals Park"
413788,2015-04-16,2015,"R","TORONTOBLUEJAYS","TAMPABAYRAYS",14,"Rogers Centre"
413785,2015-04-16,2015,"R","NEWYORKMETS","MIAMIMARLINS",3289,"Citi Field"
413783,2015-04-17,2015,"R","SANFRANCISCOGIANTS","ARIZONADIAMONDBACKS",2395,"AT&T Park"
413793,2015-04-17,2015,"R","DETROITTIGERS","CHICAGOWHITESOX",2394,"Comerica Park"
413802,2015-04-17,2015,"R","CHICAGOCUBS","SANDIEGOPADRES",17,"Wrigley Field"
413801,2015-04-17,2015,"R","WASHINGTONNATIONALS","PHILADELPHIAPHILLIES",3309,"Nationals Park"
413798,2015-04-17,2015,"R","PITTSBURGHPIRATES","MILWAUKEEBREWERS",31,"PNC Park"
413791,2015-04-17,2015,"R","TORONTOBLUEJAYS","ATLANTABRAVES",14,"Rogers Centre"
413792,2015-04-17,2015,"R","BOSTONREDSOX","BALTIMOREORIOLES",3,"Fenway Park"
413797,2015-04-17,2015,"R","NEWYORKMETS","MIAMIMARLINS",3289,"Citi Field"
413799,2015-04-17,2015,"R","TAMPABAYRAYS","NEWYORKYANKEES",12,"Tropicana Field"
413789,2015-04-18,2015,"R","HOUSTONASTROS","LOSANGELESANGELS",2392,"Minute Maid Park"
413800,2015-04-18,2015,"R","KANSASCITYROYALS","OAKLANDATHLETICS",7,"Kauffman Stadium"
413795,2015-04-18,2015,"R","MINNESOTATWINS","CLEVELANDINDIANS",3312,"Target Field"
413794,2015-04-18,2015,"R","STLOUISCARDINALS","CINCINNATIREDS",2889,"Busch Stadium"
413796,2015-04-18,2015,"R","LOSANGELESDODGERS","COLORADOROCKIES",22,"Dodger Stadium"
413803,2015-04-18,2015,"R","SEATTLEMARINERS","TEXASRANGERS",680,"Safeco Field"
413790,2015-04-18,2015,"R","SANFRANCISCOGIANTS","ARIZONADIAMONDBACKS",2395,"AT&T Park"
413816,2015-04-18,2015,"R","WASHINGTONNATIONALS","PHILADELPHIAPHILLIES",3309,"Nationals Park"
413806,2015-04-18,2015,"R","TORONTOBLUEJAYS","ATLANTABRAVES",14,"Rogers Centre"
413808,2015-04-18,2015,"R","DETROITTIGERS","CHICAGOWHITESOX",2394,"Comerica Park"
413810,2015-04-18,2015,"R","MINNESOTATWINS","CLEVELANDINDIANS",3312,"Target Field"
413809,2015-04-18,2015,"R","STLOUISCARDINALS","CINCINNATIREDS",2889,"Busch Stadium"
413817,2015-04-18,2015,"R","CHICAGOCUBS","SANDIEGOPADRES",17,"Wrigley Field"
413807,2015-04-18,2015,"R","BOSTONREDSOX","BALTIMOREORIOLES",3,"Fenway Park"
413813,2015-04-18,2015,"R","PITTSBURGHPIRATES","MILWAUKEEBREWERS",31,"PNC Park"
413804,2015-04-18,2015,"R","HOUSTONASTROS","LOSANGELESANGELS",2392,"Minute Maid Park"
413815,2015-04-18,2015,"R","KANSASCITYROYALS","OAKLANDATHLETICS",7,"Kauffman Stadium"
413812,2015-04-18,2015,"R","NEWYORKMETS","MIAMIMARLINS",3289,"Citi Field"
413814,2015-04-18,2015,"R","TAMPABAYRAYS","NEWYORKYANKEES",12,"Tropicana Field"
413805,2015-04-19,2015,"R","SANFRANCISCOGIANTS","ARIZONADIAMONDBACKS",2395,"AT&T Park"
413811,2015-04-19,2015,"R","LOSANGELESDODGERS","COLORADOROCKIES",22,"Dodger Stadium"
413818,2015-04-19,2015,"R","SEATTLEMARINERS","TEXASRANGERS",680,"Safeco Field"
413821,2015-04-19,2015,"R","TORONTOBLUEJAYS","ATLANTABRAVES",14,"Rogers Centre"
413823,2015-04-19,2015,"R","DETROITTIGERS","CHICAGOWHITESOX",2394,"Comerica Park"
413827,2015-04-19,2015,"R","NEWYORKMETS","MIAMIMARLINS",3289,"Citi Field"
413829,2015-04-19,2015,"R","TAMPABAYRAYS","NEWYORKYANKEES",12,"Tropicana Field"
413822,2015-04-19,2015,"R","BOSTONREDSOX","BALTIMOREORIOLES",3,"Fenway Park"
413831,2015-04-19,2015,"R","WASHINGTONNATIONALS","PHILADELPHIAPHILLIES",3309,"Nationals Park"
413828,2015-04-19,2015,"R","PITTSBURGHPIRATES","MILWAUKEEBREWERS",31,"PNC Park"
413819,2015-04-19,2015,"R","HOUSTONASTROS","LOSANGELESANGELS",2392,"Minute Maid Park"
413830,2015-04-19,2015,"R","KANSASCITYROYALS","OAKLANDATHLETICS",7,"Kauffman Stadium"
413825,2015-04-19,2015,"R","MINNESOTATWINS","CLEVELANDINDIANS",3312,"Target Field"
413832,2015-04-19,2015,"R","CHICAGOCUBS","SANDIEGOPADRES",17,"Wrigley Field"
413820,2015-04-19,2015,"R","SANFRANCISCOGIANTS","ARIZONADIAMONDBACKS",2395,"AT&T Park"
413826,2015-04-19,2015,"R","LOSANGELESDODGERS","COLORADOROCKIES",22,"Dodger Stadium"
413833,2015-04-19,2015,"R","SEATTLEMARINERS","TEXASRANGERS",680,"Safeco Field"
413824,2015-04-20,2015,"R","STLOUISCARDINALS","CINCINNATIREDS",2889,"Busch Stadium"
413834,2015-04-20,2015,"R","BOSTONREDSOX","BALTIMOREORIOLES",3,"Fenway Park"
413835,2015-04-20,2015,"R","PITTSBURGHPIRATES","CHICAGOCUBS",31,"PNC Park"
413840,2015-04-20,2015,"R","DETROITTIGERS","NEWYORKYANKEES",2394,"Comerica Park"
413836,2015-04-20,2015,"R","MILWAUKEEBREWERS","CINCINNATIREDS",32,"Miller Park"
413839,2015-04-21,2015,"R","KANSASCITYROYALS","MINNESOTATWINS",7,"Kauffman Stadium"
413837,2015-04-21,2015,"R","CHICAGOWHITESOX","CLEVELANDINDIANS",4,"U.S. Cellular Field"
413842,2015-04-21,2015,"R","COLORADOROCKIES","SANDIEGOPADRES",19,"Coors Field"
413841,2015-04-21,2015,"R","LOSANGELESANGELS","OAKLANDATHLETICS",1,"Angel Stadium of Anaheim"
413838,2015-04-21,2015,"R","SEATTLEMARINERS","HOUSTONASTROS",680,"Safeco Field"
413846,2015-04-21,2015,"R","PITTSBURGHPIRATES","CHICAGOCUBS",31,"PNC Park"
413856,2015-04-21,2015,"R","WASHINGTONNATIONALS","STLOUISCARDINALS",3309,"Nationals Park"
413851,2015-04-21,2015,"R","PHILADELPHIAPHILLIES","MIAMIMARLINS",2681,"Citizens Bank Park"
413844,2015-04-21,2015,"R","TORONTOBLUEJAYS","BALTIMOREORIOLES",14,"Rogers Centre"
413853,2015-04-21,2015,"R","DETROITTIGERS","NEWYORKYANKEES",2394,"Comerica Park"
413845,2015-04-21,2015,"R","TAMPABAYRAYS","BOSTONREDSOX",12,"Tropicana Field"
413843,2015-04-21,2015,"R","NEWYORKMETS","ATLANTABRAVES",3289,"Citi Field"
413852,2015-04-22,2015,"R","KANSASCITYROYALS","MINNESOTATWINS",7,"Kauffman Stadium"
413848,2015-04-22,2015,"R","CHICAGOWHITESOX","CLEVELANDINDIANS",4,"U.S. Cellular Field"
413847,2015-04-22,2015,"R","MILWAUKEEBREWERS","CINCINNATIREDS",32,"Miller Park"
413855,2015-04-22,2015,"R","COLORADOROCKIES","SANDIEGOPADRES",19,"Coors Field"
413857,2015-04-22,2015,"R","ARIZONADIAMONDBACKS","TEXASRANGERS",15,"Chase Field"
413854,2015-04-22,2015,"R","LOSANGELESANGELS","OAKLANDATHLETICS",1,"Angel Stadium of Anaheim"
413849,2015-04-22,2015,"R","SEATTLEMARINERS","HOUSTONASTROS",680,"Safeco Field"
413850,2015-04-22,2015,"R","SANFRANCISCOGIANTS","LOSANGELESDODGERS",2395,"AT&T Park"
413863,2015-04-22,2015,"R","CHICAGOWHITESOX","CLEVELANDINDIANS",4,"U.S. Cellular Field"
413861,2015-04-22,2015,"R","PITTSBURGHPIRATES","CHICAGOCUBS",31,"PNC Park"
413871,2015-04-22,2015,"R","WASHINGTONNATIONALS","STLOUISCARDINALS",3309,"Nationals Park"
413866,2015-04-22,2015,"R","PHILADELPHIAPHILLIES","MIAMIMARLINS",2681,"Citizens Bank Park"
413859,2015-04-22,2015,"R","TORONTOBLUEJAYS","BALTIMOREORIOLES",14,"Rogers Centre"
413868,2015-04-22,2015,"R","DETROITTIGERS","NEWYORKYANKEES",2394,"Comerica Park"
413860,2015-04-22,2015,"R","TAMPABAYRAYS","BOSTONREDSOX",12,"Tropicana Field"
413858,2015-04-22,2015,"R","NEWYORKMETS","ATLANTABRAVES",3289,"Citi Field"
413867,2015-04-23,2015,"R","KANSASCITYROYALS","MINNESOTATWINS",7,"Kauffman Stadium"
413862,2015-04-23,2015,"R","MILWAUKEEBREWERS","CINCINNATIREDS",32,"Miller Park"
413870,2015-04-23,2015,"R","COLORADOROCKIES","SANDIEGOPADRES",19,"Coors Field"
413872,2015-04-23,2015,"R","ARIZONADIAMONDBACKS","TEXASRANGERS",15,"Chase Field"
413869,2015-04-23,2015,"R","LOSANGELESANGELS","OAKLANDATHLETICS",1,"Angel Stadium of Anaheim"
413864,2015-04-23,2015,"R","SEATTLEMARINERS","HOUSTONASTROS",680,"Safeco Field"
413865,2015-04-23,2015,"R","SANFRANCISCOGIANTS","LOSANGELESDODGERS",2395,"AT&T Park"
413876,2015-04-23,2015,"R","PITTSBURGHPIRATES","CHICAGOCUBS",31,"PNC Park"
413880,2015-04-23,2015,"R","PHILADELPHIAPHILLIES","MIAMIMARLINS",2681,"Citizens Bank Park"
413881,2015-04-23,2015,"R","DETROITTIGERS","NEWYORKYANKEES",2394,"Comerica Park"
413873,2015-04-23,2015,"R","NEWYORKMETS","ATLANTABRAVES",3289,"Citi Field"
413877,2015-04-23,2015,"R","MILWAUKEEBREWERS","CINCINNATIREDS",32,"Miller Park"
413883,2015-04-23,2015,"R","COLORADOROCKIES","SANDIEGOPADRES",19,"Coors Field"
413879,2015-04-23,2015,"R","SANFRANCISCOGIANTS","LOSANGELESDODGERS",2395,"AT&T Park"
413884,2015-04-23,2015,"R","WASHINGTONNATIONALS","STLOUISCARDINALS",3309,"Nationals Park"
413882,2015-04-23,2015,"R","LOSANGELESANGELS","OAKLANDATHLETICS",1,"Angel Stadium of Anaheim"
413874,2015-04-23,2015,"R","TORONTOBLUEJAYS","BALTIMOREORIOLES",14,"Rogers Centre"
413875,2015-04-23,2015,"R","TAMPABAYRAYS","BOSTONREDSOX",12,"Tropicana Field"
413878,2015-04-24,2015,"R","CHICAGOWHITESOX","KANSASCITYROYALS",4,"U.S. Cellular Field"
413886,2015-04-24,2015,"R","BALTIMOREORIOLES","BOSTONREDSOX",2,"Oriole Park at Camden Yards"
413885,2015-04-24,2015,"R","PHILADELPHIAPHILLIES","ATLANTABRAVES",2681,"Citizens Bank Park"
413893,2015-04-24,2015,"R","NEWYORKYANKEES","NEWYORKMETS",3313,"Yankee Stadium"
413888,2015-04-24,2015,"R","DETROITTIGERS","CLEVELANDINDIANS",2394,"Comerica Park"
413887,2015-04-24,2015,"R","CINCINNATIREDS","CHICAGOCUBS",2602,"Great American Ball Park"
413898,2015-04-24,2015,"R","TAMPABAYRAYS","TORONTOBLUEJAYS",12,"Tropicana Field"
413899,2015-04-24,2015,"R","MIAMIMARLINS","WASHINGTONNATIONALS",4169,"Marlins Park"
413890,2015-04-25,2015,"R","CHICAGOWHITESOX","KANSASCITYROYALS",4,"U.S. Cellular Field"
413896,2015-04-25,2015,"R","MILWAUKEEBREWERS","STLOUISCARDINALS",32,"Miller Park"
413895,2015-04-25,2015,"R","COLORADOROCKIES","SANFRANCISCOGIANTS",19,"Coors Field"
413894,2015-04-25,2015,"R","ARIZONADIAMONDBACKS","PITTSBURGHPIRATES",15,"Chase Field"
413889,2015-04-25,2015,"R","OAKLANDATHLETICS","HOUSTONASTROS",10,"O.co Coliseum"
413897,2015-04-25,2015,"R","LOSANGELESANGELS","TEXASRANGERS",1,"Angel Stadium of Anaheim"
413891,2015-04-25,2015,"R","SANDIEGOPADRES","LOSANGELESDODGERS",2680,"Petco Park"
413892,2015-04-25,2015,"R","SEATTLEMARINERS","MINNESOTATWINS",680,"Safeco Field"
413903,2015-04-25,2015,"R","DETROITTIGERS","CLEVELANDINDIANS",2394,"Comerica Park"
413904,2015-04-25,2015,"R","OAKLANDATHLETICS","HOUSTONASTROS",10,"O.co Coliseum"
413908,2015-04-25,2015,"R","NEWYORKYANKEES","NEWYORKMETS",3313,"Yankee Stadium"
413914,2015-04-25,2015,"R","MIAMIMARLINS","WASHINGTONNATIONALS",4169,"Marlins Park"
413913,2015-04-25,2015,"R","TAMPABAYRAYS","TORONTOBLUEJAYS",12,"Tropicana Field"
413901,2015-04-25,2015,"R","BALTIMOREORIOLES","BOSTONREDSOX",2,"Oriole Park at Camden Yards"
413900,2015-04-25,2015,"R","PHILADELPHIAPHILLIES","ATLANTABRAVES",2681,"Citizens Bank Park"
413911,2015-04-25,2015,"R","MILWAUKEEBREWERS","STLOUISCARDINALS",32,"Miller Park"
413909,2015-04-26,2015,"R","ARIZONADIAMONDBACKS","PITTSBURGHPIRATES",15,"Chase Field"
413910,2015-04-26,2015,"R","COLORADOROCKIES","SANFRANCISCOGIANTS",19,"Coors Field"
413906,2015-04-26,2015,"R","SANDIEGOPADRES","LOSANGELESDODGERS",2680,"Petco Park"
