"Team","ShortName","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","OBP","SLG","OPS","wOBA","BB%","K%","BB/K","ISO","Spd","BABIP","UBR","GDPRuns","wRC","wRAA","UZR","wBsR","BaseRunning","WAR","Off","Def","wRC+","FPTS","FPTS_G","SPTS","SPTS_G","ADP","Pos","minpos","UPURL","teamid","League","PlayerName","xMLBAMID","playerids","playerid","projection_system","projection_type","season"
"BAL","Orioles",152.706,574.215,654.769,144.091,80.6938,26.2962,0,37.1005,87.2714,99.1517,62.4155,4.09223,153.535,12.529,5.01555,0.594409,11.4441,2.60801,1.09202,0.250935,0.334827,0.490563,0.825389,0.352407,0.0953245,0.234488,0.406522,0.239628,2.39389,0.275326,,,98.2858,20.9198,-0.43,-0.926054,-0.926054,3.17164,21.259414434433,-12.7959391474724,128.748,883.5,5.774509803,883.5,5.774509803,24.3600006103516,0.01234568,"1B","/players/pete-alonso/19251/stats/batting",2,"AL","Pete Alonso",624413,"19251","19251","batx","thebatx",2026
"BOS","Red Sox",140.601,529.63,609.875,140.588,88.2987,30.6107,2.33479,19.3436,80.2268,73.1531,71.3731,1.42226,147.305,4.68834,3.51139,0.67208,12.8855,9.78868,2.85712,0.265445,0.355627,0.441626,0.797254,0.347336,0.117029,0.241533,0.484526,0.176181,4.60394,0.330823,,,89.0359,16.9744,4.08,-0.287967,-0.287967,3.16413,13.8109920620918,-3.87581777572632,119.614,778.1,5.518439716,778.1,5.518439716,52.2200012207031,0.24657534,"OF","/players/roman-anthony/31812/stats/batting",3,"AL","Roman Anthony",701350,"31812","31812","batx","thebatx",2026
"ARI","Diamondbacks",113.025,393.863,440.8,108.421,75.923,20.3252,1.68965,10.4829,53.2575,52.0627,38.6897,1.85457,75.1673,3.9308,3.64872,0.667873,10.0585,3.98489,1.51494,0.275275,0.343172,0.415306,0.758479,0.330351,0.0877716,0.170525,0.514715,0.140031,3.7717,0.314043,,,58.274,6.1901,3.21,-0.593759,-0.593759,3.15005,5.10196536779404,11.0210409164429,110.902,505.2,4.47079646,505.2,4.47079646,178.639999389648,0.09638554,"C","/players/gabriel-moreno/22664/stats/batting",15,"NL","Gabriel Moreno",672515,"22664","22664","batx","thebatx",2026
"PHI","Phillies",150.241,548.864,657.654,126.629,63.4339,21.7402,0.65842,40.7964,94.4951,106.921,97.9091,3.82995,183.291,7.14141,3.19042,0.549153,9.51362,5.78845,2.2318,0.230711,0.352576,0.495706,0.848282,0.363654,0.148876,0.278704,0.534173,0.264995,3.13983,0.261711,,,104.725,27.0176,0,-0.843266,-0.843266,3.15005,24.9486579298973,-16.040470123291,133.09,937.9,6.252666666,937.9,6.252666666,23.9699993133545,0.95061728,"DH/OF","/players/kyle-schwarber/16478/stats/batting",26,"NL","Kyle Schwarber",656941,"16478","16478","batx","thebatx",2026
"SFG","Giants",126.69,428.655,473.278,91.7808,62.9636,18.7175,0.722789,9.37697,44.2656,43.279,34.8285,0.418794,125.841,3.42527,3.51184,2.85768,7.52641,1.75076,0.703706,0.214114,0.276422,0.326778,0.6032,0.267042,0.0735899,0.265892,0.276767,0.112664,2.88177,0.277502,,,38.2405,-17.6809,21.91,-0.603468,-0.603468,3.12165,-16.9205932021141,31.6854629516602,70.9107,346.6,2.729133858,346.6,2.729133858,999,0,"C","/players/patrick-bailey/27478/stats/batting",30,"NL","Patrick Bailey",672275,"27478","27478","batx","thebatx",2026
"PIT","Pirates",126.581,472.611,533.316,115.231,64.4469,24.3692,1.87921,24.5361,78.4459,69.8458,53.4075,2.79996,161.359,3.71703,3.12653,0.454165,7.16061,25.1895,5.722,0.243819,0.323453,0.459083,0.782536,0.335854,0.100142,0.302558,0.330985,0.215264,6.29303,0.312913,,,72.8873,9.87187,0.25,1.91055,1.91055,3.10619,10.6158584356308,2.00045871734619,113.772,688.7,5.422834645,688.7,5.422834645,95.0299987792969,0.0234375,"SS/OF","/players/oneil-cruz/21711/stats/batting",27,"NL","Oneil Cruz",665833,"21711","21711","batx","thebatx",2026
"SFG","Giants",149.88,557.512,649.365,140.197,81.023,26.6396,0.859442,31.6745,85.1584,92.8555,81.0239,9.27672,155.149,6.43687,3.84443,0.548127,11.7669,2.04704,0.871066,0.251468,0.350881,0.472777,0.823658,0.35182,0.124774,0.238924,0.522233,0.221309,2.64013,0.289753,,,97.1652,20.4377,0.02,-0.998343,-0.998343,3.10332,21.3105580806732,-12.5832886509597,128.986,872.8,5.818666666,872.8,5.818666666,58.8400001525879,0.81595092,"3B","/players/rafael-devers/17350/stats/batting",30,"NL","Rafael Devers",646240,"17350","17350","batx","thebatx",2026
"NYY","Yankees",116.951,394.406,440.669,85.4684,49.6613,16.9321,1.33465,17.5404,49.4888,51.9935,37.2081,0.764904,110.376,4.7565,3.47251,0.826308,5.83378,3.32111,1.14274,0.216702,0.289724,0.399819,0.689543,0.299505,0.0844355,0.250474,0.337102,0.183117,3.70964,0.251621,,,47.2206,-4.84787,10.95,-0.403584,-0.403584,3.09767,-4.56380689144135,19.6731967926025,91.99,435.1,3.718803418,435.1,3.718803418,257.420013427734,0.00813008,"C","/players/austin-wells/27562/stats/batting",9,"AL","Austin Wells",669224,"27562","27562","batx","thebatx",2026
"KCR","Royals",150.054,576.736,640.193,155.817,108.886,31.0393,2.89077,13.0012,82.1571,66.0084,52.4864,0.817719,92.2783,1.63627,5.97619,3.35824,12.9206,25.0181,7.61064,0.270171,0.329662,0.401643,0.731304,0.319047,0.0819853,0.144141,0.568784,0.131472,5.71283,0.299134,,,78.7583,3.11455,3.97,0.816207,0.816207,3.09186,1.80221128463745,6.38314914703369,101.307,712.9,4.752666666,712.9,4.752666666,66.3199996948242,0.03389831,"3B","/players/maikel-garcia/22715/stats/batting",7,"AL","Maikel Garcia",672580,"22715","22715","batx","thebatx",2026
"ATH","Athletics",149.883,567.815,640.781,151.264,83.5471,32.6797,0.901135,34.1359,89.8304,94.5604,59.7196,2.45736,160.464,8.32345,4.34254,0.580576,9.18053,6.73814,2.21685,0.266396,0.34256,0.507478,0.850038,0.362558,0.0931981,0.25042,0.372167,0.241082,3.76164,0.310226,,,101.467,25.7543,-0.04,-0.544737,-0.544737,3.08195,23.2280333638191,-15.1597757712007,131.477,910.3,6.068666666,910.3,6.068666666,44.1800003051758,0.82822086,"DH/OF","/players/brent-rooker/19627/stats/batting",10,"AL","Brent Rooker",667670,"19627","19627","batx","thebatx",2026
"SEA","Mariners",131.496,499.678,564.873,132.107,91.5301,25.8842,1.07206,13.6205,65.0654,63.1794,49.5349,1.9861,78.6308,9.69136,4.39465,1.57415,12.699,5.05287,1.76495,0.264384,0.339665,0.402252,0.741917,0.325131,0.0876921,0.139201,0.629968,0.137868,3.5113,0.287713,,,72.2822,5.53808,-0.21,-0.694336,-0.694336,3.06682,9.32249921560287,1.21048144996166,115.046,635.8,4.853435114,635.8,4.853435114,269.660003662109,0.01587302,"2B/OF","/players/brendan-donovan/24679/stats/batting",11,"AL","Brendan Donovan",680977,"24679","24679","batx","thebatx",2026
"ATH","Athletics",142.045,497.282,577.044,124.937,65.6809,23.3653,2.25938,33.6314,83.803,87.9514,71.0624,3.6255,178.866,4.37163,3.75379,0.574046,8.26385,3.21839,0.978048,0.25124,0.347583,0.510204,0.857786,0.365018,0.123149,0.309969,0.397295,0.258964,3.72438,0.316441,,,92.5272,24.345,-0.7,-0.664511,-0.664511,3.05379,21.8960642814636,-11.9093591570854,133.172,828.6,5.835211267,828.6,5.835211267,18.3899993896484,0.04273504,"1B","/players/nick-kurtz/35110/stats/batting",10,"AL","Nick Kurtz",701762,"35110","35110","batx","thebatx",2026
"BAL","Orioles",147.812,552.109,630.401,135.858,80.7577,26.267,1.45198,27.381,81.4361,81.7333,65.8131,0.578487,155.366,6.61164,5.27519,0.592256,9.53272,4.6877,1.70439,0.24607,0.330707,0.447686,0.778393,0.337104,0.104399,0.246455,0.423602,0.201616,3.66071,0.289551,,,86.7958,12.3091,2.07,-0.767879,-0.767879,3.03705,12.7598158717155,-4.77314782142639,118.207,767.4,5.185135135,767.4,5.185135135,149.740005493164,0.02547771,"OF","/players/taylor-ward/17548/stats/batting",2,"AL","Taylor Ward",621493,"17548","17548","batx","thebatx",2026
"NYM","Mets",139.219,564.089,607.795,160.483,113.823,26.5268,2.62999,17.5034,74.4497,72.87,35.0993,1.16492,98.4658,3.67492,4.14511,0.681858,13.9763,5.79057,2.4811,0.2845,0.328262,0.433939,0.762201,0.329451,0.0577486,0.162005,0.356462,0.149439,4.08904,0.316142,,,79.9065,8.09083,-0.81,-0.857645,-0.857645,3.0283,9.63847988843918,-0.261461913585663,114.571,719.4,5.175539568,719.4,5.175539568,95.7200012207031,0.05035971,"SS","/players/bo-bichette/19612/stats/batting",25,"NL","Bo Bichette",666182,"19612","19612","batx","thebatx",2026
"MIL","Brewers",144.931,579.083,629.064,155.85,99.5783,30.6765,4.2181,21.3774,81.011,81.668,39.8677,2.54568,128.304,4.30374,4.60971,1.20036,9.14283,24.6066,6.3909,0.269133,0.318575,0.447424,0.765999,0.328516,0.0633762,0.203959,0.310729,0.178291,6.06618,0.309837,,,82.2252,7.89644,4.71,1.37195,1.37195,2.94544,9.85931098461151,-1.99976825714111,111.384,767.4,5.292413793,767.4,5.292413793,19.1200008392334,0.01324503,"OF","/players/jackson-chourio/28806/stats/batting",23,"NL","Jackson Chourio",694192,"28806","28806","batx","thebatx",2026
"CHC","Cubs",138.604,523.534,597.244,133.288,77.802,26.7555,1.74003,26.9905,81.6081,82.8469,63.6476,1.77459,151.255,4.3384,4.97875,0.745094,8.56382,10.0123,2.99078,0.254593,0.337426,0.467009,0.804434,0.346066,0.106569,0.253254,0.420798,0.212416,4.47085,0.303475,,,86.5763,16.0074,-0.11,-0.173041,-0.173041,2.91887,17.1298478990793,-8.47135291993618,124.444,778.9,5.603597122,778.9,5.603597122,95.3099975585938,0.68,"DH/OF","/players/seiya-suzuki/30116/stats/batting",17,"NL","Seiya Suzuki",673548,"30116","30116","batx","thebatx",2026
"MIA","Marlins",135.928,516.873,563.819,141.384,100.14,26.2025,3.12512,11.9165,66.8303,59.9396,36.4241,1.56025,88.2014,4.06846,4.58896,1.86487,12.2015,17.0267,4.77312,0.273538,0.323651,0.40549,0.729141,0.316642,0.0646024,0.156436,0.412965,0.131951,5.36753,0.307274,,,68.2617,1.64217,1.85,0.53256,0.53256,2.88576,1.30395996570587,8.1429625749588,101.154,616.2,4.530882352,616.2,4.530882352,229.509994506836,0.00694444,"2B/SS","/players/otto-lopez/19608/stats/batting",20,"NL","Otto Lopez",672640,"19608","19608","batx","thebatx",2026
"COL","Rockies",137.438,510.269,555.024,130.288,71.8117,29.2107,1.28972,27.9764,69.3375,87.0376,34.0846,0.407116,145.072,5.64136,4.5617,0.4671,8.35944,2.44198,0.859486,0.255333,0.306577,0.482114,0.788691,0.336265,0.0614111,0.261379,0.23495,0.226781,3.06898,0.299348,,,76.0394,10.459,4.68,-0.597227,-0.597227,2.87281,0.90560257434845,8.70743465423584,102.285,692,5.05109489,692,5.05109489,64.4800033569336,0.27272727,"C","/players/hunter-goodman/29715/stats/batting",19,"NL","Hunter Goodman",696100,"29715","29715","batx","thebatx",2026
"HOU","Astros",130.562,487.943,518.923,131.358,88.7789,24.3246,0.676013,17.579,58.8048,66.2469,22.6873,1.0809,91.0036,3.39381,4.22765,0.671496,11.7603,1.60936,0.556446,0.269209,0.30379,0.429911,0.733701,0.315311,0.04372,0.17537,0.249301,0.160702,2.56811,0.296619,,,62.2653,0.950514,1.11,-0.657135,-0.657135,2.86203,0.764975905418396,9.34791314601898,102.325,569.1,4.344274809,569.1,4.344274809,110.48999786377,0.18115942,"C/DH","/players/yainer-diaz/23003/stats/batting",21,"AL","Yainer Diaz",673237,"23003","23003","batx","thebatx",2026
"NYM","Mets",137.286,516.491,580.17,126.494,80.5629,22.81,4.0643,19.0573,70.4388,66.1966,49.638,0.458694,98.6918,3.40491,5.3499,0.612997,8.25076,8.42383,2.44547,0.244911,0.312302,0.415505,0.727807,0.315757,0.0855577,0.170108,0.50296,0.170594,4.91168,0.265873,,,69.8241,1.27257,2.8,-0.195692,-0.195692,2.80435,3.37284737825394,4.73438382148743,105.19,626.3,4.571532846,626.3,4.571532846,258.019989013672,0,"2B/SS","/players/marcus-semien/12533/stats/batting",25,"NL","Marcus Semien",543760,"12533","12533","batx","thebatx",2026
"SEA","Mariners",151.714,564.518,651.461,131.16,79.7761,24.6593,2.69686,24.0274,87.8355,73.6845,65.4423,0.868306,169.554,16.8634,3.99222,0.64516,10.7003,23.7039,7.48443,0.232339,0.327997,0.413264,0.74126,0.325142,0.100455,0.260268,0.385967,0.180925,5.81639,0.28574,,,83.3683,6.39313,0,0.611495,0.611495,2.80083,12.1699222922325,-7.21689033508301,115.054,755.8,4.972368421,755.8,4.972368421,89.4599990844727,0.0125,"OF","/players/randy-arozarena/19290/stats/batting",11,"AL","Randy Arozarena",668227,"19290","19290","batx","thebatx",2026
"LAD","Dodgers",139.8,524.737,573.921,134.436,81.3333,29.056,1.90698,22.1398,75.9982,75.7403,35.4663,1.21408,125.807,8.34683,4.85137,0.519535,7.51544,9.31221,3.11966,0.256197,0.310863,0.445414,0.756277,0.325047,0.0617965,0.219206,0.281911,0.189217,4.7526,0.294246,,,73.4008,5.58763,0.4,-0.233272,-0.233272,2.76009,5.72651234269142,2.15602925419807,108.762,665.4,4.752857142,665.4,4.752857142,134.350006103516,0,"OF","/players/andy-pages/24816/stats/batting",22,"NL","Andy Pages",681624,"24816","24816","batx","thebatx",2026
"DET","Tigers",147.174,552.566,633.532,141.237,97.1039,26.7245,0.488697,16.9204,75.2226,68.8311,69.964,0.0365675,109.859,3.98796,5.73041,1.28371,11.7246,7.16812,3.22336,0.255603,0.340356,0.397601,0.737957,0.325246,0.110435,0.173408,0.63685,0.141998,3.29742,0.288093,,,81.1275,6.27077,-2.44,-1.01541,-1.01541,2.74715,5.21427226066589,-0.168796539306641,108.343,701.6,4.772789115,701.6,4.772789115,249.600006103516,0.06944444,"2B","/players/gleyber-torres/16997/stats/batting",6,"AL","Gleyber Torres",650402,"16997","16997","batx","thebatx",2026
"NYY","Yankees",131.686,475.34,541.309,118.414,66.7687,23.2831,2.57079,25.7919,73.3202,71.2788,53.8477,0.454202,112.533,7.82832,3.74605,0.547236,9.34501,5.19501,1.58721,0.249116,0.333031,0.471694,0.804725,0.346585,0.0994768,0.207891,0.478505,0.222578,4.2664,0.271811,,,78.6961,14.7362,0.7,-0.455939,-0.455939,2.72782,15.1249970197678,-7.09435445070267,124.422,703.9,5.332575757,703.9,5.332575757,53.4900016784668,0.35820896,"1B/DH","/players/ben-rice/29576/stats/batting",9,"AL","Ben Rice",700250,"29576","29576","batx","thebatx",2026
"TOR","Blue Jays",131.287,498.916,568.352,131.169,79.9397,23.0227,1.65388,26.553,81.6484,76.4023,56.5469,0.965647,111.459,6.07516,3.76527,0.706168,10.7358,12.1795,3.46619,0.262909,0.34281,0.475348,0.818158,0.352454,0.0994928,0.196108,0.507336,0.21244,4.84237,0.28688,,,85.3359,18.1808,-0.16,0.0816553,0.0816553,2.66213,18.7979124188423,-12.3400394022465,127.94,769.9,5.877099236,769.9,5.877099236,92.9499969482422,0.55033557,"OF","/players/george-springer/12856/stats/batting",14,"AL","George Springer",543807,"12856","12856","batx","thebatx",2026
"CHW","White Sox",137.889,513.115,579.806,125.426,73.2039,28.6753,1.11238,22.4348,69.9931,70.9567,54.9022,0.565125,110.443,6.00716,4.85701,0.924857,7.52604,7.38037,2.42749,0.244441,0.321889,0.43583,0.757719,0.328329,0.0946906,0.190483,0.497108,0.191389,3.84711,0.267445,,,75.6989,7.19035,-2.18,-0.399667,-0.399667,2.65601,6.74868223071098,-0.744893431663513,110.46,674.3,4.886231884,674.3,4.886231884,294.690002441406,0.02721088,"3B","/players/miguel-vargas/20178/stats/batting",4,"AL","Miguel Vargas",678246,"20178","20178","batx","thebatx",2026
"CHC","Cubs",145.961,555.922,606.913,153.667,118.408,26.3517,3.32774,5.57942,73.3159,54.4493,36.2265,1.19558,56.9939,8.93164,4.73713,1.09554,12.6839,25.526,7.22806,0.276418,0.328193,0.365901,0.694094,0.305627,0.0596898,0.0939078,0.635621,0.0894827,5.90049,0.297313,,,68.0514,-3.66003,4.63,1.07327,1.07327,2.64981,-1.27025532722473,6.97732591629028,96.742,620.1,4.247260273,620.1,4.247260273,104.51000213623,0,"2B/SS","/players/nico-hoerner/21479/stats/batting",17,"NL","Nico Hoerner",663538,"21479","21479","batx","thebatx",2026
"MIN","Twins",126.93,476.455,536.518,129.183,89.6661,27.1674,1.86039,10.4892,68.4597,52.4018,45.7912,1.61453,91.0777,8.73079,4.8958,0.644839,9.24179,20.0904,5.55458,0.271134,0.342814,0.402008,0.744822,0.326257,0.0853488,0.169757,0.50277,0.130874,5.45064,0.31253,,,69.1444,5.75064,-0.52,0.802168,0.802168,2.6211,6.19729942083359,0.955142855644226,108.532,616.3,4.852755905,616.3,4.852755905,124.230003356934,0.16326531,"2B","/players/luke-keaschall/33321/stats/batting",8,"AL","Luke Keaschall",807712,"33321","33321","batx","thebatx",2026
"MIL","Brewers",148.782,565.964,633.238,144.297,103.989,23.3708,5.08801,11.8485,77.3608,58.6613,56.7091,1.35292,133.599,2.44355,4.2044,3.91675,10.2655,31.1013,6.32126,0.254957,0.323283,0.377036,0.700319,0.307761,0.0895541,0.210977,0.424474,0.122079,6.58669,0.311847,,,72.1001,-2.72186,1.51,2.56351,2.56351,2.60473,0.436484098434448,3.95414853096008,97.1659,667.5,4.479865771,667.5,4.479865771,51.3600006103516,0,"2B","/players/brice-turang/22186/stats/batting",23,"NL","Brice Turang",668930,"22186","22186","batx","thebatx",2026
"BOS","Red Sox",135.988,521.739,575.363,130.035,82.1987,23.6208,2.94258,21.2728,74.0532,69.9114,35.7763,1.41262,154.461,6.24663,4.08765,1.04242,7.05704,21.8223,5.91633,0.249234,0.302999,0.428105,0.731104,0.314918,0.0621805,0.268458,0.231621,0.178872,6.2237,0.310666,,,68.854,0.870443,-0.03,1.13087,1.13087,2.59437,-0.711451649665833,6.26574108190835,97.2832,641.1,4.713970588,641.1,4.713970588,108.839996337891,0,"SS","/players/trevor-story/12564/stats/batting",3,"AL","Trevor Story",596115,"12564","12564","batx","thebatx",2026
"LAD","Dodgers",143.129,542.308,618.061,146.602,92.1183,31.376,0.842342,22.2648,83.1121,81.8469,63.0603,7.4353,112.193,6.91623,5.04383,0.732532,11.0551,7.96881,2.84494,0.270329,0.350831,0.454459,0.80529,0.345507,0.102029,0.181525,0.562068,0.18413,3.66495,0.301135,,,89.3134,16.2847,-0.24,-0.592301,-0.592301,2.59105,16.0931996703148,-11.3314049094915,122.778,800.4,5.597202797,800.4,5.597202797,66.9400024414062,0,"1B","/players/freddie-freeman/5361/stats/batting",22,"NL","Freddie Freeman",518692,"5361","5361","batx","thebatx",2026
"TBR","Rays",142.183,550.196,615.965,157.3,108.997,24.7777,0.46719,23.0579,76.9154,84.5172,56.0137,1.45456,92.5752,5.41119,3.5652,0.778609,18.2911,2.12149,0.918607,0.285897,0.355542,0.458355,0.813897,0.352846,0.0909365,0.150293,0.605062,0.172458,2.42211,0.306398,,,92.6808,19.8998,-0.08,-1.06735,-1.06735,2.57629,18.3340796232224,-14.3539801388979,126.724,801.9,5.647183098,801.9,5.647183098,137.460006713867,0.75496689,"1B/3B","/players/yandy-diaz/16578/stats/batting",12,"AL","Yandy Díaz",650490,"16578","16578","batx","thebatx",2026
"ATH","Athletics",138.249,536.165,578.63,156.885,120.897,26.7067,2.27784,7.00309,65.8005,56.5282,29.1656,0.762073,47.0435,6.36485,4.043,2.89166,16.741,5.22924,1.95243,0.292606,0.334207,0.390098,0.724304,0.316935,0.0504046,0.0813015,0.619971,0.0974916,3.87367,0.308297,,,70.1925,1.82291,-0.53,-0.781361,-0.781361,2.55179,-0.747765451669693,5.77344012260437,100.049,607.6,4.40289855,607.6,4.40289855,190.330001831055,0.008,"SS","/players/jacob-wilson/33266/stats/batting",10,"AL","Jacob Wilson",805779,"33266","33266","batx","thebatx",2026
"DET","Tigers",148.286,562.005,629.68,139.107,82.8311,26.0329,3.36638,26.877,80.3435,82.6031,58.0467,1.88463,181.193,4.91111,4.23778,0.479101,10.739,3.73984,1.12999,0.24752,0.321146,0.449291,0.770437,0.331822,0.0921845,0.287754,0.320358,0.201771,4.07083,0.313341,,,83.996,9.59449,1.45,-0.66479,-0.66479,2.5325,8.88886362314224,-5.80878949165344,112.873,756.5,5.111486486,756.5,5.111486486,77.8399963378906,0.1402439,"OF","/players/riley-greene/25976/stats/batting",6,"AL","Riley Greene",682985,"25976","25976","batx","thebatx",2026
"CHC","Cubs",145.836,544.149,631.223,130.121,78.421,28.6181,1.78211,21.2993,80.2593,74.6547,77.3177,1.5537,148.733,5.23178,3.73624,0.788491,10.6417,8.35802,2.53909,0.239127,0.337339,0.415696,0.753035,0.329815,0.122489,0.235627,0.519842,0.17657,4.20201,0.287999,,,83.1734,8.5895,1.02,-0.420617,-0.420617,2.52831,9.53812181949615,-5.82743501663208,113.312,729.7,4.997945205,729.7,4.997945205,182.699996948242,0.02666667,"OF","/players/ian-happ/17919/stats/batting",17,"NL","Ian Happ",664023,"17919","17919","batx","thebatx",2026
"CLE","Guardians",119.919,393.321,445.95,83.5508,48.9529,17.1011,1.59073,15.906,49.5231,50.2623,43.6974,1.04018,114.709,3.46744,3.39354,2.07011,5.47032,5.16423,1.55794,0.212424,0.294484,0.385312,0.679796,0.297025,0.0979873,0.257225,0.38094,0.172888,4.32425,0.254208,,,46.8884,-5.804,5.41,-0.232828,-0.232828,2.52717,-5.31133951246738,14.6630086898804,90.3378,433.4,3.611666666,433.4,3.611666666,651.609985351562,0,"C","/players/bo-naylor/21865/stats/batting",5,"AL","Bo Naylor",666310,"21865","21865","batx","thebatx",2026
"TOR","Blue Jays",126.112,460.384,523.094,108.733,60.7722,22.1791,0.476531,25.3051,65.8209,73.5578,51.585,2.41328,113.934,6.96438,3.55616,0.604397,9.43345,1.35266,0.341252,0.236179,0.320164,0.451319,0.771483,0.332135,0.0986151,0.217808,0.452762,0.215141,2.48383,0.256937,,,69.911,8.10346,0,-0.641006,-0.641006,2.51658,7.95531296730042,-1.36232101917267,113.943,628.1,4.984920634,628.1,4.984920634,999,0,"3B","/players/kazuma-okamoto/sa3063134/stats/batting",14,"AL","Kazuma Okamoto",672960,"sa3063134","sa3063134","batx","thebatx",2026
"NYY","Yankees",125.274,442.505,521.925,98.7135,53.5656,19.2201,1.02765,24.9001,68.6124,65.0441,67.9795,0.502389,129.697,5.86092,3.00289,2.57694,8.04634,5.49262,1.83015,0.223079,0.332251,0.439971,0.772222,0.336481,0.130248,0.248497,0.524143,0.216892,3.69893,0.253732,,,71.5961,9.92665,-5.61,-0.488732,-0.488732,2.51069,10.2523646354675,-3.67675948143005,117.461,633.1,5.0648,633.1,5.0648,251.559997558594,0,"OF","/players/trent-grisham/18564/stats/batting",9,"AL","Trent Grisham",663757,"18564","18564","batx","thebatx",2026
"NYM","Mets",111.393,383.505,429.812,85.2867,53.9859,14.3394,0.665505,16.2959,47.2777,51.9531,37.2469,1.28732,116.466,5.7145,2.77412,0.571512,8.49939,0.858345,0.405176,0.222387,0.298779,0.390724,0.689503,0.301057,0.0866586,0.270969,0.31981,0.168337,2.51317,0.272134,,,46.5985,-4.1871,6.69,-0.625774,-0.625774,2.49442,-3.11192500591278,13.1924090385437,95.1196,419.6,3.78018018,419.6,3.78018018,170.020004272461,0.01333333,"C","/players/francisco-alvarez/26121/stats/batting",25,"NL","Francisco Alvarez",682626,"26121","26121","batx","thebatx",2026
"TEX","Rangers",143.043,541.865,615.949,136.15,86.455,25.3159,2.92927,21.4496,78.5216,71.3318,60.0262,0.853755,132.37,8.65371,4.25628,1.14776,11.8055,7.55585,2.16021,0.251261,0.333164,0.427547,0.760711,0.331449,0.0974532,0.214904,0.453473,0.176286,4.48251,0.292377,,,81.9776,9.19852,0.66,-0.391989,-0.391989,2.4886,9.96891245245934,-6.84534245729446,114.272,723.2,5.057342657,723.2,5.057342657,143.820007324219,0.02515723,"OF","/players/brandon-nimmo/12927/stats/batting",13,"AL","Brandon Nimmo",607043,"12927","12927","batx","thebatx",2026
"WSN","Nationals",146.111,550.571,630.905,141.821,88.1376,29.0571,1.93721,22.6893,81.988,78.856,72.3793,4.46574,184.597,4.29448,3.11065,0.549517,11.424,17.4701,5.11679,0.257589,0.346622,0.441034,0.787655,0.34113,0.114723,0.292591,0.392093,0.183445,4.8434,0.343918,,,88.9275,14.3812,-0.2,0.340048,0.340048,2.47422,14.7646390199661,-11.5720312148333,119.291,802.2,5.494520547,802.2,5.494520547,34.5,0.21153846,"OF","/players/james-wood/29518/stats/batting",24,"NL","James Wood",695578,"29518","29518","batx","thebatx",2026
"SEA","Mariners",143.833,517.936,597.995,124.571,89.6918,23.6551,1.04669,10.1777,63.4422,54.41,65.4581,0.776891,114.306,5.25897,3.47846,3.4142,12.7954,4.42766,1.4316,0.240515,0.329806,0.34918,0.678986,0.303842,0.109463,0.19115,0.572654,0.108665,3.30945,0.288196,,,66.1846,-4.47309,-2.64,-0.75457,-0.75457,2.46723,-0.486283183097839,4.01893448829651,100.381,566.1,3.93125,566.1,3.93125,747.140014648438,0,"SS","/players/jp-crawford/15491/stats/batting",11,"AL","J.P. Crawford",641487,"15491","15491","batx","thebatx",2026
