"bucket","effect_woba","effect_x1000","hr_per_bbe","pct_vs_mar_apr","n_bbe"
"mar_apr",0,0,0.0247032043242341,0,383513
"may",0.0049731500772383,4.9731500772383,0.0257333316781906,4.17001511397417,402785
"jun",0.0149788113097758,14.9788113097758,0.0273409628540375,10.6777991032349,391025
"jul",0.0183077908901398,18.3077908901398,0.0269593657519138,9.13307196130153,366292
"aug",0.0164534338786567,16.4534338786567,0.0280491382870058,13.5445342185399,368104
"sep_oct",0.0133521393131149,13.3521393131149,0.0267942868424825,8.46482298734415,369743
