"bacon","hr","xbh"
0.31987111175286,0.1980161908974,0.48211269734974
0.301733385953298,0.192321875607896,0.505944738438806
0.371694664143948,0.255339020502844,0.372966315353209
0.40702020739542,0.269903808687071,0.323075983917509
0.381857363114445,0.241408684650305,0.37673395223525
0.316750509196982,0.265856723546484,0.417392767256534
0.237196164078492,0.142933709018141,0.619870126903367
0.292228239556498,0.299855993310607,0.407915767132895
0.427881657948937,0.207119975613101,0.364998366437962
0.25193711242998,0.186944940187711,0.561117947382308
0.373839870577337,0.187723301402563,0.4384368280201
0.372218837158541,0.28031511156502,0.347466051276438
0.327540812065365,0.160999666666183,0.511459521268451
0.280908013637151,0.11351517290599,0.605576813456858
0.357504216024643,0.251593905604058,0.390901878371299
0.277106461507741,0.231496339734508,0.491397198757751
0.263138403969159,0.24607848960246,0.490783106428381
0.35671491209559,0.289474955862125,0.353810132042286
0.273176160430427,0.175836249231349,0.550987590338224
0.369294564680595,0.273337755815787,0.357367679503618
0.503176273630053,0.187892366763615,0.308931359606332
0.327384779415276,0.244574397639843,0.428040822944881
0.413110624112244,0.263744521014383,0.323144854873373
0.298890936863711,0.213752249611957,0.487356813524332
0.392132999132806,0.215695949362816,0.392171051504378
0.388176107333512,0.247498981033747,0.364324911632741
0.326868889443609,0.176893845133507,0.496237265422885
0.470281235905183,0.15723813549045,0.372480628604367
0.306943034569113,0.188528445839778,0.504528519591109
0.386723079868979,0.14991409284276,0.463362827288261
0.282084798861218,0.147706379367059,0.570208821771722
0.253961173818087,0.311703012909849,0.434335813272064
0.198982677940284,0.176319507120572,0.624697814939144
0.342974299780387,0.200534840474433,0.45649085974518
0.33315768783776,0.334890214727546,0.331952097434694
0.363781992273772,0.166889191503976,0.469328816222252
0.371084493850076,0.231855449076784,0.39706005707314
0.427911031155383,0.215134828295578,0.356954140549039
0.2720869180304,0.217325279929633,0.510587802039966
0.278617256997877,0.278589205084809,0.442793537917314
0.337833108581154,0.219217518576515,0.442949372842331
0.408351295364699,0.276331931134717,0.315316773500584
0.341579548816815,0.29447422710962,0.363946224073565
0.226318677555332,0.221749924967953,0.551931397476715
0.347566565280988,0.186234629541172,0.46619880517784
0.398788128214412,0.196567745696313,0.404644126089275
0.269073851678384,0.245875082794632,0.485051065526984
0.375709414844305,0.295153891396041,0.329136693759653
0.333133069727725,0.255850713697118,0.411016216575157
0.305123338453551,0.22987802339788,0.464998638148568
0.285949290067734,0.334359365264054,0.379691344668212
0.341829517643628,0.224563239473425,0.433607242882947
0.305101439947173,0.215964232529035,0.478934327523791
0.507933812122867,0.224067743423884,0.267998444453248
0.219516274841682,0.132213340037262,0.648270385121056
0.353617688876544,0.226357587207692,0.420024723915764
0.198040216770156,0.240559156889732,0.561400626340112
0.372265939700879,0.213751919553228,0.413982140745894
0.408495718514439,0.215447898365066,0.376056383120495
0.393138899040094,0.18362533779556,0.423235763164346
0.357249019048345,0.158081064616435,0.484669916335221
0.182377138595338,0.211910693969857,0.605712167434805
0.324424091931325,0.243470629067909,0.432105279000766
0.298741994767592,0.1841211478699,0.517136857362508
0.37287184308032,0.20365203991018,0.4234761170095
0.297633352137727,0.299129664151997,0.403236983710276
0.2503517067467,0.188698904610594,0.560949388642706
0.368226303012085,0.260737335710673,0.371036361277242
0.341166106868445,0.125065794821716,0.533768098309839
0.321054821268922,0.181807404076728,0.49713777465435
0.150864301077258,0.24345820646438,0.605677492458361
0.288257365381988,0.164133777826748,0.547608856791263
0.436234986970175,0.226827315881579,0.336937697148246
0.314352357990812,0.208552259546404,0.477095382462784
0.334718228459789,0.227409968031909,0.437871803508302
0.298813846743534,0.231077279405001,0.470108873851464
0.272488493086716,0.171251178379881,0.556260328533403
0.345032938392084,0.314586572144025,0.340380489463891
0.301032152864724,0.184858512699654,0.514109334435622
0.340867244676087,0.181716045597959,0.477416709725954
0.360715880573812,0.319337378552005,0.319946740874183
0.385183973281859,0.207290230597798,0.407525796120343
0.330563012956469,0.201543120448833,0.467893866594698
0.454176752792487,0.186694820357552,0.359128426849961
0.297163888402289,0.183236669215158,0.519599442382553
0.31409388651341,0.19191078903575,0.49399532445084
0.371904166836301,0.164837406507575,0.463258426656124
0.182921379596022,0.260828583042595,0.556250037361383
