"n_park_eras","n_boot","min_bbe_filter","r2_regression","loo_cor","cor_old_45_35_20_blend_vs_points","spearman_old_blend_vs_points","cor_bacon_only_vs_points"
48,400,1000,0.964358473753522,0.973296516578197,0.968086112906196,0.970256187581416,0.846544756032331
