"bacon_resid","hr_resid","xbh_resid"
0.596108762546244,0.0975721187620864,0.306319118691669
0.28420103549994,0.54146048692745,0.17433847757261
1,1.37548629917201e-49,1.22564597355915e-20
0.524469517112061,0.0758094055118863,0.399721077376053
0.336533043349212,0.128928306307476,0.534538650343312
0.590419959803565,5.79732880473681e-05,0.409522066908387
0.501305872798677,1.46014996211816e-07,0.498693981186327
0.999999999846622,5.899776226462e-28,1.5337752321171e-10
0.463323814717409,0.0515958676185042,0.485080317664086
8.38033422820945e-06,6.02852519377644e-09,0.999991613637247
0.643776259501459,3.06271143263593e-09,0.356223737435829
0.711033247043009,6.80381444776133e-13,0.28896675295631
0.999997518754498,2.11878608908401e-11,2.48122431375789e-06
0.999999999993957,1.88669210174873e-31,6.04297936384114e-12
0.444390963841668,6.31682841091882e-05,0.555545867874223
0.118652003700797,3.7801691620222e-06,0.881344216130041
0.999999170987753,1.84074418447022e-21,8.29012247272855e-07
0.590249410176819,4.09672781493913e-06,0.409746493095366
0.477002453128034,6.059862248308e-09,0.522997540812103
0.517529716986192,0.184667067152279,0.297803215861529
0.686388543776903,2.13672780330798e-07,0.313611242550316
0.503975757485836,6.80484712522895e-07,0.496023562029452
0.467008985558154,0.00013263458724287,0.532858379854603
4.82640686672408e-05,0.359832804589188,0.640118931342144
0.196674713154472,0.411273468629615,0.392051818215913
0.999999999999843,1.55480555904756e-31,1.57392105347181e-13
0.467310841045639,0.278055015785542,0.254634143168819
0.618112557679299,0.244960236106318,0.136927206214383
0.492555445380201,0.0825999151568445,0.424844639462954
0.56802001569417,0.0939636491622358,0.338016335143594
0.39997132536445,0.0908042270252331,0.509224447610317
0.380754967123278,0.276828916824589,0.342416116052134
0.999994448182624,5.80663084189538e-10,5.55123671304394e-06
0.475588870198011,2.9928883874142e-05,0.524381200918115
0.757187511301494,2.65233717958644e-08,0.242812462175134
0.421930512174257,4.73527259346476e-08,0.578069440473017
0.587172545194453,1.27114322191768e-08,0.412827442094115
0.490592033968622,0.0454620328690147,0.463945933162363
0.550884874456151,1.57800476125407e-14,0.449115125543833
0.999999999815175,3.55281775762518e-29,1.84825227534863e-10
0.999999999991515,8.54786289398331e-31,8.48463706032836e-12
0.999995882704644,2.29514351760251e-17,4.11729535546819e-06
0.999999943898994,1.61265245157879e-23,5.61010057990445e-08
0.596014746019274,2.98974535074573e-06,0.403982264235375
0.592290647295859,3.14972654451848e-07,0.407709037731487
0.999999999436454,4.26889440705027e-18,5.63545979748708e-10
0.99999999809753,7.77360859621237e-20,1.90246949455642e-09
1,3.2119040877049e-44,1.2342690169139e-17
