"park_era_half_id","park_era_id","half","n_bbe","venue_id","venue_name","home_team","park_effect","park_se","half_effect","half_se","delta_overall","delta_half","pf_index_overall","pf_index_half","component"
"home_wsh__base__2H","home_wsh__base","2H",28834,,,"WSH",-0.00335559476173638,0.00223958697914143,0.000720355780014526,0.00154517670364541,-0.00335559476173638,-0.00263523898172186,133.265761110692,126.124498534555,"xbh_resid"
"home_atl__suntrust__2H","home_atl__suntrust","2H",20959,,,"ATL",-0.00180914520677953,0.00204939550490052,-0.000716532097212772,0.00149734961958003,-0.00180914520677953,-0.0025256773039923,117.935000063041,125.038356477177,"xbh_resid"
"home_chw__base__2H","home_chw__base","2H",28644,,,"CHW",-0.00407925195861551,0.00189478053758537,0.00156422613735327,0.00145867317212361,-0.00407925195861551,-0.00251502582126224,140.439752354187,124.93276277319,"xbh_resid"
"home_kcr__base__1H","home_kcr__base","1H",28629,,,"KCR",-0.00201994872966987,0.00188102523662302,-0.00029847284374163,0.00145269023933168,-0.00201994872966987,-0.0023184215734115,120.024805338018,122.98372231785,"xbh_resid"
"home_tbr__base__2H","home_tbr__base","2H",23009,,,"TBR",-0.00108798676732093,0.00196302009454812,-0.0011447873192472,0.00148029776724596,-0.00108798676732093,-0.00223277408656813,110.785780305177,122.13465410808,"xbh_resid"
"home_nyy__base__2H","home_nyy__base","2H",26109,,,"NYY",-0.00240491471775538,0.00190964996167341,0.00022366467506656,0.00146413546898624,-0.00240491471775538,-0.00218125004268882,123.841173971508,121.623869386787,"xbh_resid"
"home_kcr__base__2H","home_kcr__base","2H",28772,,,"KCR",-0.00201994872966987,0.00188102523662302,0.00019974026908557,0.00145276977789568,-0.00201994872966987,-0.0018202084605843,120.024805338018,118.044675868467,"xbh_resid"
"home_tex__globe_life__1H","home_tex__globe_life","1H",13108,,,"TEX",-0.000599263413898183,0.0023113472393382,-0.00121836996876577,0.00154442809635268,-0.000599263413898183,-0.00181763338266395,105.940810790514,118.019147777913,"xbh_resid"
"home_tbr__steinbrenner__1H","home_tbr__steinbrenner","1H",3442,,,"TBR",-0.00116968091871199,0.00395731977627826,-0.000375059779163001,0.00166049819788261,-0.00116968091871199,-0.001544740697875,111.595657038597,115.31382025608,"xbh_resid"
"home_chc__base__1H","home_chc__base","1H",24900,,,"CHC",-0.000839204559101122,0.00192430691328169,-0.000494031223291506,0.00146791515748273,-0.000839204559101122,-0.00133323578239263,108.319472513307,113.2170617105,"xbh_resid"
"home_atl__suntrust__1H","home_atl__suntrust","1H",21647,,,"ATL",-0.00180914520677953,0.00204939550490052,0.000628103335862921,0.00149689058207,-0.00180914520677953,-0.00118104187091661,117.935000063041,111.708284083536,"xbh_resid"
"home_tbr__steinbrenner__2H","home_tbr__steinbrenner","2H",2351,,,"TBR",-0.00116968091871199,0.00395731977627826,0.000317887234686323,0.00166564194457277,-0.00116968091871199,-0.000851793684025672,111.595657038597,108.444275075019,"xbh_resid"
"home_min__base__2H","home_min__base","2H",28528,,,"MIN",-8.38970584548089e-05,0.00188916749224192,-0.000324093781980615,0.00145654737980787,-8.38970584548089e-05,-0.000407990840435424,100.831715300152,104.044626004319,"xbh_resid"
"home_chc__base__2H","home_chc__base","2H",27364,,,"CHC",-0.000839204559101122,0.00192430691328169,0.000453011951087162,0.00146702142732712,-0.000839204559101122,-0.00038619260801396,108.319472513307,103.828528756631,"xbh_resid"
"home_tbr__base__1H","home_tbr__base","1H",23537,,,"TBR",-0.00108798676732093,0.00196302009454812,0.00109160788297585,0.00148014449295064,-0.00108798676732093,3.62111565491955e-06,110.785780305177,99.9641019917827,"xbh_resid"
"home_phi__base__1H","home_phi__base","1H",25710,,,"PHI",0.00218307348206131,0.00193352200964625,-0.00197042713927007,0.00147073550595705,0.00218307348206131,0.00021264634279124,78.35805390763,97.8919258901527,"xbh_resid"
"home_min__base__1H","home_min__base","1H",27150,,,"MIN",-8.38970584548089e-05,0.00188916749224192,0.000319992998368726,0.00145693335512068,-8.38970584548089e-05,0.000236095939913917,100.831715300152,97.6594578028497,"xbh_resid"
"home_tex__globe_life__2H","home_tex__globe_life","2H",13318,,,"TEX",-0.000599263413898183,0.0023113472393382,0.00118907872049343,0.00154420223927378,-0.000599263413898183,0.000589815306595251,105.940810790514,94.1528532251987,"xbh_resid"
"home_cle__base__1H","home_cle__base","1H",24987,,,"CLE",0.00218478198343613,0.00189823608420217,-0.000469920484774628,0.00146015231303479,0.00218478198343613,0.0017148614986615,78.3411166423678,82.9996835127739,"xbh_resid"
"home_bal__base__2H","home_bal__base","2H",17436,,,"BAL",0.00247428058126257,0.00217871071283941,-0.000130172300432588,0.00151900609937577,0.00247428058126257,0.00234410828082999,75.4711660431508,76.7616319536348,"xbh_resid"
"home_bal__base__1H","home_bal__base","1H",17134,,,"BAL",0.00247428058126257,0.00217871071283941,0.000251112049302173,0.00151911399650083,0.00247428058126257,0.00272539263056475,75.4711660431508,72.9817613214138,"xbh_resid"
"home_cle__base__2H","home_cle__base","2H",29658,,,"CLE",0.00218478198343613,0.00189823608420217,0.000576709903250356,0.00145842849304191,0.00218478198343613,0.00276149188668649,78.3411166423678,72.6238905665441,"xbh_resid"
"home_lad__base__1H","home_lad__base","1H",26073,,,"LAD",0.00440130253396863,0.00194026344097023,-0.00085542326634727,0.00147250787436444,0.00440130253396863,0.00354587926762136,56.367592314657,64.8478493323759,"xbh_resid"
