"park_era_half_id","park_era_id","half","n_bbe","venue_id","venue_name","home_team","park_effect","park_se","half_effect","half_se","delta_overall","delta_half","pf_index_overall","pf_index_half","component"
"venue_5__wind_tunnel__1H","venue_5__wind_tunnel","1H",5701,"5","Progressive Field","CLE",-0.00346736370203771,0.00360691397180751,0.000129266092064405,0.00159330764896767,-0.00346736370203771,-0.00333809760997331,0.895865247446692,4.59054665607942,"bacon_resid"
"venue_7__base__1H","venue_7__base","1H",21240,"7","Kauffman Stadium","KCR",-0.00336932317828362,0.00214200597393938,-6.03987865192869e-05,0.00150238307874769,-0.00336932317828362,-0.0034297219648029,3.69805795414966,1.97174078858079,"bacon_resid"
"venue_7__base__2H","venue_7__base","2H",22105,"7","Kauffman Stadium","KCR",-0.00336932317828362,0.00214200597393938,-7.50890141655976e-05,0.00150193230664492,-0.00336932317828362,-0.00344441219244922,3.69805795414966,1.55186493322992,"bacon_resid"
"venue_31__base__2H","venue_31__base","2H",20908,"31","PNC Park","PIT",-0.00357206698241715,0.0021203702444787,5.92626702411061e-05,0.00150171629781605,-0.00357206698241715,-0.00351280431217604,-2.09676226424469,-0.402917556255389,"bacon_resid"
"venue_4169__cf_in_407__1H","venue_4169__cf_in_407","1H",8528,"4169","Marlins Park","MIA",-0.00360612199930868,0.0030600259335511,-5.50371507610749e-05,0.00157408875336655,-0.00360612199930868,-0.00366115915006976,-3.07012222098515,-4.64319319770927,"bacon_resid"
"venue_4169__cf_in_407__2H","venue_4169__cf_in_407","2H",7897,"4169","Marlins Park","MIA",-0.00360612199930868,0.0030600259335511,-8.99728446674883e-05,0.00157503242716291,-0.00360612199930868,-0.00369609484397617,-3.07012222098515,-5.6417246510265,"bacon_resid"
"venue_5__wind_tunnel__2H","venue_5__wind_tunnel","2H",4290,"5","Progressive Field","CLE",-0.00346736370203771,0.00360691397180751,-0.000268696315079053,0.00159707123951579,-0.00346736370203771,-0.00373606001711677,0.895865247446692,-6.78400860064707,"bacon_resid"
"venue_31__base__1H","venue_31__base","1H",23161,"31","PNC Park","PIT",-0.00357206698241715,0.0021203702444787,-0.000202903239500806,0.00150045363684095,-0.00357206698241715,-0.00377497022191796,-2.09676226424469,-7.89613946179681,"bacon_resid"
"venue_3309__base__1H","venue_3309__base","1H",22166,"3309","Nationals Park","WSH",-0.00250074336714598,0.00211949481952351,-0.00150478293817856,0.00150062311301083,-0.00250074336714598,-0.00400552630532455,28.5237924439419,-14.4858898085861,"bacon_resid"
"venue_5325__globe_life__1H","venue_5325__globe_life","1H",12108,"5325","Globe Life Field","TEX",-0.00306767143157951,0.00267343545551083,-0.00094472301552753,0.00155283654891594,-0.00306767143157951,-0.00401239444710704,12.3198634302057,-14.6821949289034,"bacon_resid"
"venue_2394__cf_in_412__2H","venue_2394__cf_in_412","2H",5907,"2394","Comerica Park","DET",-0.00352320881499098,0.00314956657397858,-0.000541808738404986,0.00158271413920628,-0.00352320881499098,-0.00406501755339596,-0.700298891936657,-16.1862677245234,"bacon_resid"
