target,blend_weight,cv_r2
next_k_pct,0.3333333333333333,0.5347135326273595
next_whip,0.3333333333333333,0.25693994167579687
next_siera,0.2222222222222222,0.32203401584493946
next_era,0.1111111111111111,0.15265532838808663
