player_id,season,n10_sav,n10_sav_native,eff_cnt_sav,flag_le2_sav,fb_cnt_sav,brk_cnt_sav,off_cnt_sav
687134,2024,4,4,3.207780793091723,0,1,2,1
687134,2025,4,4,3.462494859824387,0,1,2,1
687223,2025,3,3,2.552974214960429,0,2,1,0
687362,2025,4,4,3.8856681017734185,0,2,1,1
687473,2025,5,5,3.899431496278351,0,3,2,0
687765,2024,4,4,3.349612449839553,0,2,2,0
687792,2024,3,3,2.5793538182410276,0,1,1,1
687888,2025,5,5,4.715557567526783,0,3,1,1
687922,2025,3,3,2.895244271759207,0,1,1,1
687924,2024,4,4,4.208293450164661,0,2,1,1
687931,2025,3,3,2.5870574961336175,0,1,1,1
688138,2025,5,5,5.2320410192015885,0,3,1,1
689017,2024,4,4,3.180621111690691,0,1,2,1
689017,2025,4,4,2.9785662373559867,0,1,2,1
689225,2022,3,3,3.2668752925618105,0,1,1,1
689266,2023,3,3,2.822196007157089,0,1,1,1
689672,2024,4,4,3.539998442400685,0,2,1,1
690916,2025,3,4,3.120942774393289,0,1,3,0
690928,2025,3,4,3.0668637637778846,0,1,3,0
690953,2025,4,4,3.7177103082876637,0,2,2,0
690986,2023,3,3,2.2255496410803044,0,1,1,1
690986,2024,3,3,2.3768890325586267,0,1,1,1
690986,2025,2,2,2.326402308683905,1,1,1,0
690990,2025,3,3,3.0402899220469664,0,1,1,1
690997,2025,4,4,4.958989159649699,0,2,2,0
691587,2023,3,3,3.028614348363337,0,1,2,0
691587,2025,2,2,2.7313001534990673,1,1,1,0
693433,2023,3,3,2.91141156878501,0,2,1,0
693433,2024,3,2,2.984161918915458,0,2,0,0
693433,2025,3,3,2.989862041073113,0,2,1,0
693645,2025,3,3,2.6445231924683976,0,2,1,0
693821,2022,4,4,3.29831548124622,0,2,1,1
693821,2023,4,4,3.276625861752602,0,2,1,1
693821,2024,4,4,3.176155961962356,0,2,1,1
693821,2025,4,4,3.061886857156854,0,2,1,1
694297,2023,4,4,3.2753165593454603,0,2,1,1
694297,2024,4,4,3.994950382716247,0,2,1,1
694297,2025,4,4,5.36057748779993,0,2,1,1
694363,2023,3,3,2.8259284587951377,0,1,1,1
694462,2025,5,5,4.598634179475059,0,2,2,1
694477,2025,3,3,3.556466010854335,0,3,0,0
694738,2025,3,3,3.124140861263153,0,1,1,1
694813,2024,4,4,4.62350324613901,0,2,1,1
694819,2025,3,3,2.5736713421696047,0,1,2,0
694973,2024,4,4,3.6344605006832773,0,1,2,1
694973,2025,5,5,4.152403024011517,0,2,1,2
695076,2024,4,4,3.9344675091673085,0,2,1,1
695243,2023,3,3,2.5307081682186814,0,2,1,0
695418,2025,4,4,3.0641385480885908,0,2,1,1
695505,2025,2,2,2.2074567890333543,1,1,1,0
695549,2025,4,4,4.089015576603671,0,2,1,1
696131,2024,3,3,3.3658598279298637,0,2,1,0
696136,2023,3,3,4.429888899204657,0,2,0,1
696136,2024,4,3,3.326834915797808,0,2,0,1
700241,2025,5,5,5.258452963138242,0,2,2,1
700249,2024,4,3,4.081021639167993,0,1,1,1
700249,2025,5,5,4.197694626111339,0,2,2,1
700270,2024,3,3,2.318066547054433,0,1,2,0
700363,2023,3,3,2.722570106180234,0,1,2,0
700363,2025,3,3,2.7942483192596357,0,1,1,1
701542,2024,4,4,3.981604050220823,0,2,1,1
701542,2025,3,3,3.6483567801062393,0,2,1,0
701581,2024,3,3,2.931450950962688,0,1,1,1
701581,2025,4,4,3.6862554280111173,0,2,1,1
702070,2025,5,5,4.805890098905218,0,2,2,1
702674,2025,3,3,3.09873819380748,0,1,1,1
800048,2025,5,5,4.175295610929254,0,2,2,1
800049,2024,4,4,3.355157364273731,0,1,2,1
800049,2025,4,5,3.721317941962325,0,2,3,0
801403,2025,3,3,3.181369897878026,0,1,2,0
805673,2024,3,3,3.4677978116063377,0,2,1,0
805673,2025,4,4,3.755020742534,0,2,1,1
806185,2024,4,4,3.3197224712014077,0,1,2,1
806960,2025,3,3,2.4880449440438692,0,1,1,1
808963,2025,2,2,1.6047122603681705,1,1,1,0
808967,2024,3,3,3.551842695990679,0,1,1,1
808967,2025,4,4,4.18691944157749,0,2,1,1
815083,2025,3,3,2.6683381489421185,0,1,1,1
