"run_at_utc","base_years","next_years","profiles","start_share_min","low_ip_max_start_ip","high_ip_min_start_ip","next_ip_min","ball_pct_target_scope","target_blend"
"2026-02-20T04:40:10Z","2022-2024","2023-2025","low_ip,high_ip",0.67,80,100,40,"next_whip_only","next_era=0.333,next_whip=0.333,next_k_pct=0.333"
