"game_date","season","mean_cd","num_pitches","num_games","fetched_at_utc"
2017-09-22,2017,0.336524406199247,1450,15,"2026-07-02T04:53:07Z"
2017-09-23,2017,0.334624386096227,1458,15,"2026-07-02T04:53:07Z"
2017-09-24,2017,0.331571385008468,1405,15,"2026-07-02T04:53:07Z"
2017-09-25,2017,0.331540851959785,1218,12,"2026-07-02T04:53:07Z"
2017-09-26,2017,0.333927753723662,1564,15,"2026-07-02T04:53:07Z"
2017-09-27,2017,0.337842815409249,1785,15,"2026-07-02T04:53:07Z"
2017-09-28,2017,0.329334465466197,1035,10,"2026-07-02T04:53:07Z"
2017-09-29,2017,0.336290771388145,1596,15,"2026-07-02T04:53:07Z"
2017-09-30,2017,0.337211097795662,1682,15,"2026-07-02T04:53:07Z"
2017-10-01,2017,0.335307772819338,1760,15,"2026-07-02T04:53:07Z"
2018-03-29,2018,0.35474166170632,1371,13,"2026-07-02T04:53:07Z"
2018-03-30,2018,0.350976147887804,1215,11,"2026-07-02T04:53:07Z"
2018-03-31,2018,0.341529896303292,1524,14,"2026-07-02T04:53:07Z"
2018-04-01,2018,0.342588556253628,1316,12,"2026-07-02T04:53:07Z"
2018-04-02,2018,0.342958886766442,1363,12,"2026-07-02T04:53:07Z"
2018-04-03,2018,0.348466154218664,1301,13,"2026-07-02T04:53:07Z"
2018-04-04,2018,0.333415872091239,1109,12,"2026-07-02T04:53:07Z"
2018-04-05,2018,0.336126142489015,1220,11,"2026-07-02T04:53:07Z"
2018-04-06,2018,0.340018874483638,980,8,"2026-07-02T04:53:07Z"
2018-04-07,2018,0.334632700124256,1717,15,"2026-07-02T04:53:07Z"
2018-04-08,2018,0.334847751402752,1594,14,"2026-07-02T04:53:07Z"
2018-04-09,2018,0.338932988200519,1125,12,"2026-07-02T04:53:07Z"
2018-04-10,2018,0.337694697031013,1615,15,"2026-07-02T04:53:07Z"
2018-04-11,2018,0.341137946596813,1732,15,"2026-07-02T04:53:07Z"
2018-04-12,2018,0.33233464350243,883,8,"2026-07-02T04:53:07Z"
2018-04-13,2018,0.336512434640307,1333,14,"2026-07-02T04:53:07Z"
2018-04-14,2018,0.329423404019591,1319,12,"2026-07-02T04:53:07Z"
2018-04-15,2018,0.348874113248105,893,10,"2026-07-02T04:53:07Z"
2018-04-16,2018,0.334273740590094,955,9,"2026-07-02T04:53:07Z"
2018-04-17,2018,0.338826966977432,1517,15,"2026-07-02T04:53:07Z"
2018-04-18,2018,0.339343170014085,1332,12,"2026-07-02T04:53:07Z"
2018-04-19,2018,0.338659986689918,945,9,"2026-07-02T04:53:07Z"
2018-04-20,2018,0.345594621887563,1717,16,"2026-07-02T04:53:07Z"
2018-04-21,2018,0.340475055781719,1434,15,"2026-07-02T04:53:07Z"
2018-04-22,2018,0.342759678208575,1266,14,"2026-07-02T04:53:07Z"
2018-04-23,2018,0.342064711751418,1025,9,"2026-07-02T04:53:07Z"
2018-04-24,2018,0.334678585928909,1426,13,"2026-07-02T04:53:07Z"
2018-04-25,2018,0.334743097980676,1720,16,"2026-07-02T04:53:07Z"
2018-04-26,2018,0.332399253598981,1006,10,"2026-07-02T04:53:07Z"
2018-04-27,2018,0.336119543907441,1336,15,"2026-07-02T04:53:07Z"
2018-04-28,2018,0.333406543027146,1656,17,"2026-07-02T04:53:07Z"
2018-04-29,2018,0.334350725675747,1586,15,"2026-07-02T04:53:07Z"
2018-04-30,2018,0.334548873750638,1200,11,"2026-07-02T04:53:07Z"
2018-05-01,2018,0.343535690190945,1498,15,"2026-07-02T04:53:07Z"
2018-05-02,2018,0.338849818951536,1301,15,"2026-07-02T04:53:07Z"
2018-05-03,2018,0.334601444130819,1119,11,"2026-07-02T04:53:07Z"
2018-05-04,2018,0.34160268444694,1453,14,"2026-07-02T04:53:07Z"
2018-05-05,2018,0.338711674016591,1549,14,"2026-07-02T04:53:07Z"
2018-05-06,2018,0.341263285640429,1393,14,"2026-07-02T04:53:07Z"
2018-05-07,2018,0.340836671462041,754,7,"2026-07-02T04:53:07Z"
2018-05-08,2018,0.343270746915269,1450,15,"2026-07-02T04:53:07Z"
2018-05-09,2018,0.335191555505896,1474,14,"2026-07-02T04:53:07Z"
2018-05-10,2018,0.347094291163453,1147,10,"2026-07-02T04:53:07Z"
2018-05-11,2018,0.3418690888789,1585,14,"2026-07-02T04:53:07Z"
2018-05-12,2018,0.339984113906538,1675,16,"2026-07-02T04:53:07Z"
2018-05-13,2018,0.335613280333091,1583,15,"2026-07-02T04:53:07Z"
2018-05-14,2018,0.34020805358872,789,9,"2026-07-02T04:53:07Z"
2018-05-15,2018,0.339576011438959,1469,14,"2026-07-02T04:53:07Z"
2018-05-16,2018,0.33662251049412,1530,13,"2026-07-02T04:53:07Z"
2018-05-17,2018,0.333952911026156,933,9,"2026-07-02T04:53:07Z"
2018-05-18,2018,0.335540359528797,1500,14,"2026-07-02T04:53:07Z"
2018-05-19,2018,0.334305594470494,1668,17,"2026-07-02T04:53:07Z"
2018-05-20,2018,0.331110112612837,1714,15,"2026-07-02T04:53:07Z"
2018-05-21,2018,0.336225071996743,976,9,"2026-07-02T04:53:07Z"
2018-05-22,2018,0.340742258436322,1532,15,"2026-07-02T04:53:07Z"
2018-05-23,2018,0.337651578293975,1466,15,"2026-07-02T04:53:07Z"
2018-05-24,2018,0.345284027066794,929,8,"2026-07-02T04:53:07Z"
2018-05-25,2018,0.33995225028562,1459,15,"2026-07-02T04:53:07Z"
2018-05-26,2018,0.33446388129693,1688,15,"2026-07-02T04:53:07Z"
2018-05-27,2018,0.33528598768999,1616,15,"2026-07-02T04:53:07Z"
2018-05-28,2018,0.333585840682475,1646,16,"2026-07-02T04:53:07Z"
2018-05-29,2018,0.332464962999205,1772,15,"2026-07-02T04:53:07Z"
2018-05-30,2018,0.329916898093752,1428,15,"2026-07-02T04:53:07Z"
2018-05-31,2018,0.330986376277454,1059,10,"2026-07-02T04:53:07Z"
2018-06-01,2018,0.335431113951067,1581,15,"2026-07-02T04:53:07Z"
2018-06-02,2018,0.336842688895579,1738,15,"2026-07-02T04:53:07Z"
2018-06-03,2018,0.329635168077375,1393,14,"2026-07-02T04:53:07Z"
2018-06-05,2018,0.334190123816193,1641,16,"2026-07-02T04:53:07Z"
2018-06-06,2018,0.332377621058072,1714,15,"2026-07-02T04:53:07Z"
2018-06-07,2018,0.331093610754392,994,10,"2026-07-02T04:53:07Z"
2018-06-08,2018,0.343981288445127,1484,15,"2026-07-02T04:53:07Z"
2018-06-09,2018,0.341016045636007,1605,15,"2026-07-02T04:53:07Z"
2018-06-10,2018,0.33784739409788,1502,15,"2026-07-02T04:53:07Z"
2018-06-11,2018,0.33862864891558,805,8,"2026-07-02T04:53:07Z"
2018-06-12,2018,0.335492715746312,1494,15,"2026-07-02T04:53:07Z"
2018-06-13,2018,0.341096219655891,1556,15,"2026-07-02T04:53:07Z"
2018-06-14,2018,0.337721491456514,1019,9,"2026-07-02T04:53:07Z"
2018-06-15,2018,0.335191769784187,1466,15,"2026-07-02T04:53:07Z"
2018-06-16,2018,0.335712771082354,1403,15,"2026-07-02T04:53:07Z"
2018-06-17,2018,0.334590853442925,1674,15,"2026-07-02T04:53:07Z"
2018-06-18,2018,0.334002401465964,952,9,"2026-07-02T04:53:07Z"
2018-06-19,2018,0.333776920691729,1837,16,"2026-07-02T04:53:07Z"
2018-06-20,2018,0.328276904435387,1212,13,"2026-07-02T04:53:07Z"
2018-06-21,2018,0.333282189707851,1044,9,"2026-07-02T04:53:07Z"
2018-06-22,2018,0.333772342412556,1558,16,"2026-07-02T04:53:07Z"
2018-06-23,2018,0.330129875187742,1677,15,"2026-07-02T04:53:07Z"
2018-06-24,2018,0.33185689943212,1527,15,"2026-07-02T04:53:07Z"
2018-06-25,2018,0.344657418431091,1386,12,"2026-07-02T04:53:07Z"
2018-06-26,2018,0.338335032766696,1533,15,"2026-07-02T04:53:07Z"
2018-06-27,2018,0.334818211968069,1425,14,"2026-07-02T04:53:07Z"
2018-06-28,2018,0.332926763303027,990,10,"2026-07-02T04:53:07Z"
2018-06-29,2018,0.340971345182854,1468,15,"2026-07-02T04:53:07Z"
2018-06-30,2018,0.343038942580444,1547,15,"2026-07-02T04:53:07Z"
2018-07-01,2018,0.339088794430911,1657,15,"2026-07-02T04:53:07Z"
2018-07-02,2018,0.339795377669045,1071,10,"2026-07-02T04:53:07Z"
2018-07-03,2018,0.341230859653063,1650,15,"2026-07-02T04:53:07Z"
2018-07-04,2018,0.341505602887578,1289,15,"2026-07-02T04:53:07Z"
2018-07-05,2018,0.344526693098792,854,8,"2026-07-02T04:53:07Z"
2018-07-06,2018,0.340009126972224,1491,15,"2026-07-02T04:53:07Z"
2018-07-07,2018,0.337798985190229,1687,15,"2026-07-02T04:53:07Z"
2018-07-08,2018,0.33256183162739,1637,15,"2026-07-02T04:53:07Z"
2018-07-09,2018,0.340276224287099,1420,13,"2026-07-02T04:53:07Z"
2018-07-10,2018,0.341378965963689,1536,15,"2026-07-02T04:53:07Z"
2018-07-11,2018,0.334332687283212,1895,15,"2026-07-02T04:53:07Z"
2018-07-12,2018,0.337175577369958,1151,10,"2026-07-02T04:53:07Z"
2018-07-13,2018,0.334137236120246,1359,15,"2026-07-02T04:53:07Z"
2018-07-14,2018,0.336327136403607,1653,16,"2026-07-02T04:53:07Z"
2018-07-15,2018,0.333255068073355,1418,15,"2026-07-02T04:53:07Z"
2018-07-20,2018,0.341308013538429,1777,15,"2026-07-02T04:53:07Z"
2018-07-21,2018,0.341340684059947,1237,14,"2026-07-02T04:53:07Z"
2018-07-22,2018,0.334397112357686,1639,15,"2026-07-02T04:53:07Z"
2018-07-23,2018,0.337543558682918,1256,13,"2026-07-02T04:53:07Z"
2018-07-24,2018,0.335882552590679,1636,15,"2026-07-02T04:53:07Z"
2018-07-25,2018,0.336109834574812,1140,13,"2026-07-02T04:53:07Z"
2018-07-26,2018,0.334634221927896,1040,11,"2026-07-02T04:53:07Z"
2018-07-27,2018,0.335738287022011,1430,14,"2026-07-02T04:53:07Z"
2018-07-28,2018,0.336569948118041,1690,16,"2026-07-02T04:53:07Z"
2018-07-29,2018,0.33146459233449,1553,15,"2026-07-02T04:53:07Z"
2018-07-30,2018,0.339403461750618,1121,9,"2026-07-02T04:53:07Z"
2018-07-31,2018,0.335964932573169,1449,15,"2026-07-02T04:53:07Z"
2018-08-01,2018,0.331186233558723,1117,11,"2026-07-02T04:53:07Z"
2018-08-02,2018,0.338958196634707,1215,12,"2026-07-02T04:53:07Z"
2018-08-03,2018,0.339233241537232,1507,14,"2026-07-02T04:53:07Z"
2018-08-04,2018,0.337287892030542,1484,16,"2026-07-02T04:53:07Z"
2018-08-05,2018,0.339150415995444,1537,15,"2026-07-02T04:53:07Z"
2018-08-06,2018,0.340737070028599,961,10,"2026-07-02T04:53:07Z"
2018-08-07,2018,0.333031653585421,1595,16,"2026-07-02T04:53:07Z"
2018-08-08,2018,0.33893142044412,1508,14,"2026-07-02T04:53:07Z"
2018-08-09,2018,0.34100128781807,965,9,"2026-07-02T04:53:07Z"
2018-08-10,2018,0.336415917543343,1660,15,"2026-07-02T04:53:07Z"
2018-08-11,2018,0.335007788371057,1581,16,"2026-07-02T04:53:07Z"
2018-08-12,2018,0.331092090578725,1371,15,"2026-07-02T04:53:07Z"
2018-08-13,2018,0.336089255940119,1085,11,"2026-07-02T04:53:07Z"
2018-08-14,2018,0.340069253011208,1442,15,"2026-07-02T04:53:07Z"
2018-08-15,2018,0.337449755271266,1486,14,"2026-07-02T04:53:07Z"
2018-08-16,2018,0.340006274404614,1181,10,"2026-07-02T04:53:07Z"
2018-08-17,2018,0.334030982253318,1617,15,"2026-07-02T04:53:07Z"
2018-08-18,2018,0.330993459799429,1446,15,"2026-07-02T04:53:07Z"
2018-08-19,2018,0.328575718139192,1649,14,"2026-07-02T04:53:07Z"
2018-08-20,2018,0.339086273755847,992,10,"2026-07-02T04:53:07Z"
2018-08-21,2018,0.336848561116251,1438,15,"2026-07-02T04:53:07Z"
2018-08-22,2018,0.334754615564603,1745,15,"2026-07-02T04:53:07Z"
2018-08-23,2018,0.339696010391767,1019,9,"2026-07-02T04:53:07Z"
2018-08-24,2018,0.334043630299995,1606,15,"2026-07-02T04:53:07Z"
2018-08-25,2018,0.338794831231909,1673,16,"2026-07-02T04:53:07Z"
2018-08-26,2018,0.338322687100367,1548,15,"2026-07-02T04:53:07Z"
2018-08-27,2018,0.337382357189273,730,7,"2026-07-02T04:53:07Z"
2018-08-28,2018,0.339259218314093,1444,15,"2026-07-02T04:53:07Z"
2018-08-29,2018,0.33822691891192,1223,14,"2026-07-02T04:53:07Z"
2018-08-30,2018,0.342251889288104,1046,10,"2026-07-02T04:53:07Z"
2018-08-31,2018,0.33703112674679,1635,15,"2026-07-02T04:53:07Z"
2018-09-01,2018,0.338459069832417,1650,15,"2026-07-02T04:53:07Z"
2018-09-02,2018,0.334908691210111,1711,15,"2026-07-02T04:53:07Z"
2018-09-03,2018,0.334397235179398,1408,15,"2026-07-02T04:53:07Z"
2018-09-04,2018,0.342324308668125,1485,15,"2026-07-02T04:53:07Z"
2018-09-05,2018,0.337718164161037,1417,14,"2026-07-02T04:53:07Z"
2018-09-06,2018,0.347614870107975,501,4,"2026-07-02T04:53:07Z"
2018-09-07,2018,0.346237552209956,1580,14,"2026-07-02T04:53:07Z"
2018-09-08,2018,0.337306878986175,1678,16,"2026-07-02T04:53:07Z"
2018-09-09,2018,0.338216560179834,1467,13,"2026-07-02T04:53:07Z"
2018-09-10,2018,0.333043055238142,931,10,"2026-07-02T04:53:07Z"
2018-09-11,2018,0.334506271092987,1589,16,"2026-07-02T04:53:07Z"
2018-09-12,2018,0.337682149772959,1501,15,"2026-07-02T04:53:07Z"
2018-09-13,2018,0.339495432651514,928,9,"2026-07-02T04:53:07Z"
2018-09-14,2018,0.337824478939889,1586,15,"2026-07-02T04:53:07Z"
2018-09-15,2018,0.338948275651764,1605,15,"2026-07-02T04:53:07Z"
2018-09-16,2018,0.337762560217205,1672,15,"2026-07-02T04:53:07Z"
2018-09-17,2018,0.340733704056445,1103,12,"2026-07-02T04:53:07Z"
2018-09-18,2018,0.338556930858087,1539,15,"2026-07-02T04:53:07Z"
2018-09-19,2018,0.338550525372305,1404,14,"2026-07-02T04:53:07Z"
2018-09-20,2018,0.339344486092094,899,8,"2026-07-02T04:53:07Z"
2018-09-21,2018,0.344520158849416,1693,15,"2026-07-02T04:53:07Z"
2018-09-22,2018,0.333970178810742,1727,15,"2026-07-02T04:53:07Z"
2018-09-23,2018,0.333496994910342,1571,15,"2026-07-02T04:53:07Z"
2018-09-24,2018,0.340320130268742,1228,12,"2026-07-02T04:53:07Z"
2018-09-25,2018,0.337334984432191,1505,14,"2026-07-02T04:53:07Z"
2018-09-26,2018,0.339277638487316,1677,16,"2026-07-02T04:53:07Z"
2018-09-27,2018,0.328644427382287,739,7,"2026-07-02T04:53:07Z"
2018-09-28,2018,0.338314005099245,1964,16,"2026-07-02T04:53:07Z"
2018-09-29,2018,0.340754442391242,1753,16,"2026-07-02T04:53:07Z"
2018-09-30,2018,0.334802040931237,1364,15,"2026-07-02T04:53:07Z"
2019-03-28,2019,0.33709864647199,1460,15,"2026-07-02T04:53:07Z"
2019-03-29,2019,0.336897954360076,997,8,"2026-07-02T04:53:07Z"
2019-03-30,2019,0.329906134960473,1526,14,"2026-07-02T04:53:07Z"
2019-03-31,2019,0.325731576445565,1755,15,"2026-07-02T04:53:07Z"
2019-04-01,2019,0.332147564992114,1339,13,"2026-07-02T04:53:07Z"
2019-04-02,2019,0.335112044940734,1123,12,"2026-07-02T04:53:07Z"
2019-04-03,2019,0.328039792087885,1438,14,"2026-07-02T04:53:07Z"
2019-04-04,2019,0.332911991797397,1007,8,"2026-07-02T04:53:07Z"
2019-04-05,2019,0.324321660829623,1377,12,"2026-07-02T04:53:07Z"
2019-04-06,2019,0.331477950883449,1732,15,"2026-07-02T04:53:07Z"
2019-04-07,2019,0.331913847161281,1525,15,"2026-07-02T04:53:07Z"
2019-04-08,2019,0.330604355332321,1098,10,"2026-07-02T04:53:07Z"
2019-04-09,2019,0.331345789152415,1513,14,"2026-07-02T04:53:07Z"
2019-04-10,2019,0.322486905011087,1736,13,"2026-07-02T04:53:07Z"
2019-04-11,2019,0.328485531742019,1007,10,"2026-07-02T04:53:07Z"
2019-04-12,2019,0.328466593522948,1584,13,"2026-07-02T04:53:07Z"
2019-04-13,2019,0.327301618987481,1338,13,"2026-07-02T04:53:07Z"
2019-04-14,2019,0.321270919331611,1409,13,"2026-07-02T04:53:07Z"
2019-04-15,2019,0.328280126251808,1061,10,"2026-07-02T04:53:07Z"
2019-04-16,2019,0.333145826391777,1853,15,"2026-07-02T04:53:07Z"
2019-04-17,2019,0.330926461923121,1470,14,"2026-07-02T04:53:07Z"
2019-04-18,2019,0.329502200778412,1156,10,"2026-07-02T04:53:07Z"
2019-04-19,2019,0.332607567220883,1308,13,"2026-07-02T04:53:07Z"
2019-04-20,2019,0.324683244142346,1667,16,"2026-07-02T04:53:07Z"
2019-04-21,2019,0.33041587810331,1658,15,"2026-07-02T04:53:07Z"
2019-04-22,2019,0.332483220338918,893,9,"2026-07-02T04:53:07Z"
2019-04-23,2019,0.326904771312891,1880,16,"2026-07-02T04:53:07Z"
2019-04-24,2019,0.331370040927711,1536,15,"2026-07-02T04:53:07Z"
2019-04-25,2019,0.325721711984475,942,8,"2026-07-02T04:53:07Z"
2019-04-26,2019,0.319035554901049,1687,14,"2026-07-02T04:53:07Z"
2019-04-27,2019,0.326651935301999,1442,14,"2026-07-02T04:53:07Z"
2019-04-28,2019,0.321098889963755,1947,15,"2026-07-02T04:53:07Z"
2019-04-29,2019,0.329039256033533,841,9,"2026-07-02T04:53:07Z"
2019-04-30,2019,0.337720905166266,1259,13,"2026-07-02T04:53:07Z"
2019-05-01,2019,0.329323435211525,1872,17,"2026-07-02T04:53:07Z"
2019-05-02,2019,0.329800392656535,830,8,"2026-07-02T04:53:07Z"
2019-05-03,2019,0.328836143530808,1584,14,"2026-07-02T04:53:07Z"
2019-05-04,2019,0.326832163237046,1520,14,"2026-07-02T04:53:07Z"
2019-05-05,2019,0.329338763756794,1426,13,"2026-07-02T04:53:07Z"
2019-05-06,2019,0.330920070926217,1226,12,"2026-07-02T04:53:07Z"
2019-05-07,2019,0.331922695954761,1718,15,"2026-07-02T04:53:07Z"
2019-05-08,2019,0.329847089270817,1668,14,"2026-07-02T04:53:07Z"
2019-05-09,2019,0.325343906428172,969,10,"2026-07-02T04:53:07Z"
2019-05-10,2019,0.327816633346226,1536,15,"2026-07-02T04:53:07Z"
2019-05-11,2019,0.328201482148516,1771,16,"2026-07-02T04:53:07Z"
2019-05-12,2019,0.325680771787349,1545,14,"2026-07-02T04:53:07Z"
2019-05-13,2019,0.335991808079814,730,6,"2026-07-02T04:53:07Z"
2019-05-14,2019,0.329252400071668,1449,14,"2026-07-02T04:53:07Z"
2019-05-15,2019,0.324510584651325,1316,14,"2026-07-02T04:53:07Z"
2019-05-16,2019,0.32687309702011,1198,10,"2026-07-02T04:53:07Z"
2019-05-17,2019,0.330841790078099,1522,15,"2026-07-02T04:53:07Z"
2019-05-18,2019,0.325784761524189,1630,15,"2026-07-02T04:53:07Z"
2019-05-19,2019,0.328597936017693,1434,15,"2026-07-02T04:53:07Z"
2019-05-20,2019,0.329614961531779,1026,10,"2026-07-02T04:53:07Z"
2019-05-21,2019,0.333786270930639,1444,14,"2026-07-02T04:53:07Z"
2019-05-22,2019,0.329859755091461,1603,15,"2026-07-02T04:53:07Z"
2019-05-23,2019,0.323285714976956,1193,10,"2026-07-02T04:53:07Z"
2019-05-24,2019,0.330677178351371,1598,14,"2026-07-02T04:53:07Z"
2019-05-25,2019,0.326881023155076,1596,16,"2026-07-02T04:53:07Z"
2019-05-26,2019,0.323879240189827,1673,15,"2026-07-02T04:53:07Z"
2019-05-27,2019,0.322352487257562,1021,10,"2026-07-02T04:53:07Z"
2019-05-28,2019,0.330789768227954,1667,15,"2026-07-02T04:53:07Z"
2019-05-29,2019,0.326238741075934,1517,14,"2026-07-02T04:53:07Z"
2019-05-30,2019,0.330480554702926,928,9,"2026-07-02T04:53:07Z"
2019-05-31,2019,0.328041419766701,1357,15,"2026-07-02T04:53:07Z"
2019-06-01,2019,0.325347688604943,1457,15,"2026-07-02T04:53:07Z"
2019-06-02,2019,0.323623798635612,1685,15,"2026-07-02T04:53:07Z"
2019-06-04,2019,0.32825667806927,1848,15,"2026-07-02T04:53:07Z"
2019-06-05,2019,0.32752627195317,1539,14,"2026-07-02T04:53:07Z"
2019-06-06,2019,0.324522386461741,1382,13,"2026-07-02T04:53:07Z"
2019-06-07,2019,0.322874656889247,1628,15,"2026-07-02T04:53:07Z"
2019-06-08,2019,0.32645516464485,1717,17,"2026-07-02T04:53:07Z"
2019-06-09,2019,0.327504966875568,1753,15,"2026-07-02T04:53:07Z"
2019-06-10,2019,0.331544587723878,902,8,"2026-07-02T04:53:07Z"
2019-06-11,2019,0.329829533298679,1859,16,"2026-07-02T04:53:07Z"
2019-06-12,2019,0.326168320853323,1374,12,"2026-07-02T04:53:07Z"
2019-06-13,2019,0.320503833185545,1148,10,"2026-07-02T04:53:07Z"
2019-06-14,2019,0.328259126497718,1869,15,"2026-07-02T04:53:07Z"
2019-06-15,2019,0.323951037785687,1685,15,"2026-07-02T04:53:07Z"
2019-06-16,2019,0.321897232666345,1690,15,"2026-07-02T04:53:07Z"
2019-06-17,2019,0.328836794677842,1014,11,"2026-07-02T04:53:07Z"
2019-06-18,2019,0.329216592522293,1586,14,"2026-07-02T04:53:07Z"
2019-06-19,2019,0.325062840031525,1713,16,"2026-07-02T04:53:07Z"
2019-06-20,2019,0.325371066344984,1359,12,"2026-07-02T04:53:07Z"
2019-06-21,2019,0.322336756322877,1657,15,"2026-07-02T04:53:07Z"
2019-06-22,2019,0.320553766640746,1651,15,"2026-07-02T04:53:07Z"
2019-06-23,2019,0.317030415454341,1748,15,"2026-07-02T04:53:07Z"
2019-06-24,2019,0.326537881134464,740,7,"2026-07-02T04:53:07Z"
2019-06-25,2019,0.328569933269421,1601,15,"2026-07-02T04:53:07Z"
2019-06-26,2019,0.328036511103664,1666,15,"2026-07-02T04:53:07Z"
2019-06-27,2019,0.32632076152239,1138,10,"2026-07-02T04:53:07Z"
2019-06-28,2019,0.329205261738124,1491,14,"2026-07-02T04:53:07Z"
2019-06-29,2019,0.332519861676551,1625,14,"2026-07-02T04:53:07Z"
2019-06-30,2019,0.329937675640139,1519,14,"2026-07-02T04:53:07Z"
2019-07-01,2019,0.327738718026796,561,5,"2026-07-02T04:53:07Z"
2019-07-02,2019,0.329144760178192,1629,14,"2026-07-02T04:53:07Z"
2019-07-03,2019,0.327844709668257,1781,16,"2026-07-02T04:53:07Z"
2019-07-04,2019,0.323017964224084,1411,12,"2026-07-02T04:53:07Z"
2019-07-05,2019,0.328652181862915,1520,13,"2026-07-02T04:53:07Z"
2019-07-06,2019,0.327157470679025,1667,15,"2026-07-02T04:53:07Z"
2019-07-07,2019,0.325425422398222,1632,15,"2026-07-02T04:53:07Z"
2019-07-12,2019,0.324850906759838,1512,15,"2026-07-02T04:53:07Z"
2019-07-13,2019,0.322492701381854,1755,16,"2026-07-02T04:53:07Z"
2019-07-14,2019,0.320000600893149,1487,15,"2026-07-02T04:53:07Z"
2019-07-15,2019,0.326553177048539,1364,11,"2026-07-02T04:53:07Z"
2019-07-16,2019,0.329164589784422,1749,15,"2026-07-02T04:53:07Z"
2019-07-17,2019,0.32467778160894,1577,14,"2026-07-02T04:53:07Z"
2019-07-18,2019,0.330870201864086,1369,13,"2026-07-02T04:53:07Z"
2019-07-19,2019,0.330207479072082,1656,15,"2026-07-02T04:53:07Z"
2019-07-20,2019,0.327229437022093,1513,15,"2026-07-02T04:53:07Z"
2019-07-21,2019,0.321144584391826,1888,15,"2026-07-02T04:53:07Z"
2019-07-22,2019,0.328421962888561,1052,10,"2026-07-02T04:53:07Z"
2019-07-23,2019,0.329838320844768,1537,15,"2026-07-02T04:53:07Z"
2019-07-24,2019,0.327485754804618,1680,16,"2026-07-02T04:53:07Z"
2019-07-25,2019,0.32513367571227,1070,9,"2026-07-02T04:53:07Z"
2019-07-26,2019,0.326530149992854,1550,15,"2026-07-02T04:53:07Z"
2019-07-27,2019,0.326517633521802,1621,15,"2026-07-02T04:53:07Z"
2019-07-28,2019,0.327789315315242,1564,15,"2026-07-02T04:53:07Z"
2019-07-29,2019,0.330923897376234,770,7,"2026-07-02T04:53:07Z"
2019-07-30,2019,0.324204413360182,1532,14,"2026-07-02T04:53:07Z"
2019-07-31,2019,0.32487317199557,1431,14,"2026-07-02T04:53:07Z"
2019-08-01,2019,0.324025568195106,1127,10,"2026-07-02T04:53:07Z"
2019-08-02,2019,0.327405881496705,1312,13,"2026-07-02T04:53:07Z"
2019-08-03,2019,0.331100541919292,1872,16,"2026-07-02T04:53:07Z"
2019-08-04,2019,0.323278924923286,1559,15,"2026-07-02T04:53:07Z"
2019-08-05,2019,0.322460930227891,1598,14,"2026-07-02T04:53:07Z"
2019-08-06,2019,0.319810521468787,1629,15,"2026-07-02T04:53:07Z"
2019-08-07,2019,0.320177595669393,1633,15,"2026-07-02T04:53:07Z"
2019-08-08,2019,0.329611232926934,997,8,"2026-07-02T04:53:07Z"
2019-08-09,2019,0.329018985749958,1632,15,"2026-07-02T04:53:07Z"
2019-08-10,2019,0.334063652914079,1403,15,"2026-07-02T04:53:07Z"
2019-08-11,2019,0.32273204965131,1530,15,"2026-07-02T04:53:07Z"
2019-08-12,2019,0.319284864984777,752,8,"2026-07-02T04:53:07Z"
2019-08-13,2019,0.323898249221007,1962,16,"2026-07-02T04:53:07Z"
2019-08-14,2019,0.324369091311349,1687,15,"2026-07-02T04:53:07Z"
2019-08-15,2019,0.331850500006728,1036,10,"2026-07-02T04:53:07Z"
2019-08-16,2019,0.332622061731572,1558,15,"2026-07-02T04:53:07Z"
2019-08-17,2019,0.328843788890406,1645,15,"2026-07-02T04:53:07Z"
2019-08-18,2019,0.323365076245416,1519,14,"2026-07-02T04:53:07Z"
2019-08-19,2019,0.338740124590717,1010,9,"2026-07-02T04:53:07Z"
2019-08-20,2019,0.328747477678789,1658,16,"2026-07-02T04:53:07Z"
2019-08-21,2019,0.329610426804177,1524,15,"2026-07-02T04:53:07Z"
2019-08-22,2019,0.325033839004471,871,10,"2026-07-02T04:53:07Z"
2019-08-23,2019,0.328073659940422,1634,14,"2026-07-02T04:53:07Z"
2019-08-24,2019,0.326474271422551,1627,15,"2026-07-02T04:53:07Z"
2019-08-25,2019,0.327617682942074,1685,15,"2026-07-02T04:53:07Z"
2019-08-26,2019,0.321494498958939,952,8,"2026-07-02T04:53:07Z"
2019-08-27,2019,0.325243056676252,1383,15,"2026-07-02T04:53:07Z"
2019-08-28,2019,0.327097719576836,1535,14,"2026-07-02T04:53:07Z"
2019-08-29,2019,0.334336539371338,1254,10,"2026-07-02T04:53:07Z"
2019-08-30,2019,0.331518415235326,1655,14,"2026-07-02T04:53:07Z"
2019-08-31,2019,0.329734387724411,1618,16,"2026-07-02T04:53:07Z"
2019-09-01,2019,0.33136157605275,1681,16,"2026-07-02T04:53:07Z"
2019-09-02,2019,0.32441730305198,1230,12,"2026-07-02T04:53:07Z"
2019-09-03,2019,0.327060963194948,1642,16,"2026-07-02T04:53:07Z"
2019-09-04,2019,0.3274338976128,1272,11,"2026-07-02T04:53:07Z"
2019-09-05,2019,0.327831418926455,1386,12,"2026-07-02T04:53:07Z"
2019-09-06,2019,0.329823978875461,1656,15,"2026-07-02T04:53:07Z"
2019-09-07,2019,0.33304668381374,1564,15,"2026-07-02T04:53:07Z"
