"run_at_utc","lookback_season","source_url","local_csv_path","num_teams","sp_depth","start_share_min","use_ip_paradigms","low_ip_max_start_ip","high_ip_min_start_ip","gs_fallback_threshold","weights_default","weights_low_ip","weights_high_ip","stabilization_points","reliability_method","reliability_median","reliability_p10","reliability_p90","eno_sheet_url","eno_sheet_tab","include_eno_stuff","eno_matches_id","eno_matches_name","eno_unmatched","ohtani_rule_rows","rows_raw","rows_after_filter","rows_after_eno_merge","rows_starter_pool"
"2026-02-20T04:51:59Z",2025,"https://www.fangraphs.com/leaders/major-league?pos=all&stats=pit&lg=all&type=c%2C7%2C8%2C14%2C13%2C55%2C57%2C-1%2C6%2C62%2C122%2C42%2C-1%2C120%2C331%2C121%2C29%2C31%2C-1%2C105%2C110%2C-1%2C386%2C387%2C388&month=0&ind=0&team=0&rost=0&age=0&filter&players=0&startdate&enddate&v_cr=legacy&qual=5&season1=2025&season=2025","data/raw/2025_sp_skillz_raw.csv",15,10,0.67,TRUE,80,100,5,"tbf=0,ip_per_gs=0,siera=-1,xfip=-1,k_minus_bb_pct=1,contact_pct=-1,csw_pct=1,ball_pct=-1,stuff_plus=1.5,pitching_plus=2","tbf=0,ip_per_gs=0,siera=-0.76,xfip=-0.42,k_minus_bb_pct=1.23,contact_pct=-2,csw_pct=1.26,ball_pct=-0.01,stuff_plus=1.75,pitching_plus=1.15","tbf=0,ip_per_gs=0,siera=-1.61,xfip=-1.34,k_minus_bb_pct=2,contact_pct=-1.73,csw_pct=1.19,ball_pct=-0.58,stuff_plus=1.56,pitching_plus=1.64","tbf=1,ip_per_gs=1,siera=30,xfip=30,k_minus_bb_pct=120,contact_pct=150,csw_pct=200,ball_pct=150,stuff_plus=100,pitching_plus=300","sample_over_sample_plus_stab",0.824001692003878,0.56366001427502,0.886992323740626,"https://docs.google.com/spreadsheets/d/1daR9RNic3GcfDb6FLsm2OZRBS8VkqucOqHSnIS7ru5c/edit?usp=sharing","Feb 3 Ranks",FALSE,0,0,246,0,739,246,246,150
