"season","refreshed_at_utc","config_path","systems","weights","category_weights","pa_floor","starter_count","starter_rank_metric","num_teams","total_budget","hitter_budget_share","budget_bats","min_bid","records_combined_standard","records_combined_per_pa","records_weighted_aggregate","records_z_scores","records_starter_pool","records_nfbc_adp","nfbc_adp_source","nfbc_adp_source_path","nfbc_adp_from_date","nfbc_adp_to_date","nfbc_adp_draft_type","nfbc_adp_num_teams","adp_match_rate","adp_matched_rows","records_z_scored_aggregate_projection_output"
2026,"2026-02-28T11:27:43Z","config/pipeline.yml","batx,steamer,oopsy,atc","batx=3,steamer=2,oopsy=3,atc=1","pa=2.3,hr=1.35,sb=1,r=0.6,rbi=0.6,h=1",200,210,"z_total_custom",15,260,0.7,2730,1,8223,8223,4265,355,210,432,"local_file","data/raw/ADP.tsv",,,897,12,0.9634,342,355
