"projection_system","projection_type","season","playerid","name","team","ab","pa","h","x2b","x3b","bb","hbp","r","hr","rbi","sb","cs","avg","ab_per_pa","bb_per_pa","x2b_per_pa","x3b_per_pa","hbp_per_pa","cs_per_pa","r_per_pa","hr_per_pa","rbi_per_pa","sb_per_pa","h_per_pa","obp"
"oopsy","oopsy",2026,21730,"Jair Camargo","ATL",1,1,0,0,0,0,0,0,0,0,0,0,0.224943,1,0,0,0,0,0,0,0,0,0,0,0
"oopsy","oopsy",2026,21735,"Sebastián Rivero","LAA",6,6,1,0,0,0,0,1,0,1,0,0,0.214009,1,0,0,0,0,0,0.166666666666667,0,0.166666666666667,0,0.166666666666667,0.166666666666667
"oopsy","oopsy",2026,21746,"José Fermín","STL",122,140,29,6,0,14,3,15,3,13,5,2,0.241351,0.871428571428571,0.1,0.0428571428571429,0,0.0214285714285714,0.0142857142857143,0.107142857142857,0.0214285714285714,0.0928571428571429,0.0357142857142857,0.207142857142857,0.307142857142857
"oopsy","oopsy",2026,21780,"Esteury Ruiz","MIA",99,112,25,5,1,9,3,14,3,11,11,2,0.249717,0.883928571428571,0.0803571428571429,0.0446428571428571,0.00892857142857143,0.0267857142857143,0.0178571428571429,0.125,0.0267857142857143,0.0982142857142857,0.0982142857142857,0.223214285714286,0.303571428571429
"oopsy","oopsy",2026,21797,"Andrés Chaparro","WSN",234,259,56,11,0,21,2,28,10,32,1,0,0.239818,0.903474903474903,0.0810810810810811,0.0424710424710425,0,0.00772200772200772,0,0.108108108108108,0.0386100386100386,0.123552123552124,0.00386100386100386,0.216216216216216,0.297297297297297
"oopsy","oopsy",2026,21837,"Jonathan Aranda","TBR",534,609,133,25,0,59,11,70,20,71,2,1,0.248906,0.876847290640394,0.09688013136289,0.0410509031198686,0,0.0180623973727422,0.00164203612479475,0.114942528735632,0.0328407224958949,0.116584564860427,0.00328407224958949,0.218390804597701,0.315270935960591
"oopsy","oopsy",2026,21840,"Freddy Fermin","SDP",436,480,103,18,0,35,3,48,11,46,3,1,0.237073,0.908333333333333,0.0729166666666667,0.0375,0,0.00625,0.00208333333333333,0.1,0.0229166666666667,0.0958333333333333,0.00625,0.214583333333333,0.2875
"oopsy","oopsy",2026,21842,"Carlos Cortes","ATH",145,161,34,8,0,14,1,18,5,19,0,0,0.236445,0.900621118012422,0.0869565217391304,0.0496894409937888,0,0.0062111801242236,0,0.111801242236025,0.031055900621118,0.118012422360248,0,0.211180124223602,0.298136645962733
"oopsy","oopsy",2026,21853,"Will Benson","CIN",197,224,45,9,2,24,2,28,9,26,6,2,0.226466,0.879464285714286,0.107142857142857,0.0401785714285714,0.00892857142857143,0.00892857142857143,0.00892857142857143,0.125,0.0401785714285714,0.116071428571429,0.0267857142857143,0.200892857142857,0.308035714285714
"oopsy","oopsy",2026,21865,"Bo Naylor","CLE",399,454,89,19,1,49,3,52,15,52,6,2,0.223523,0.878854625550661,0.107929515418502,0.0418502202643172,0.00220264317180617,0.0066079295154185,0.00440528634361234,0.114537444933921,0.0330396475770925,0.114537444933921,0.013215859030837,0.196035242290749,0.303964757709251
"oopsy","oopsy",2026,21871,"Jerar Encarnacion","SFG",83,91,20,3,0,7,1,10,3,11,1,0,0.238447,0.912087912087912,0.0769230769230769,0.032967032967033,0,0.010989010989011,0,0.10989010989011,0.032967032967033,0.120879120879121,0.010989010989011,0.21978021978022,0.296703296703297
"oopsy","oopsy",2026,21897,"Christopher Morel","MIA",331,371,78,16,2,34,4,46,14,46,7,3,0.235959,0.892183288409704,0.091644204851752,0.0431266846361186,0.00539083557951483,0.0107816711590297,0.00808625336927224,0.123989218328841,0.0377358490566038,0.123989218328841,0.0188679245283019,0.210242587601078,0.30188679245283
"oopsy","oopsy",2026,21987,"Rodolfo Castro",,1,1,0,0,0,0,0,0,0,0,0,0,0.228723,1,0,0,0,0,0,0,0,0,0,0,0
"oopsy","oopsy",2026,22054,"Dane Myers","CIN",215,238,51,9,0,17,3,25,7,24,9,2,0.237926,0.903361344537815,0.0714285714285714,0.0378151260504202,0,0.0126050420168067,0.00840336134453781,0.105042016806723,0.0294117647058824,0.100840336134454,0.0378151260504202,0.214285714285714,0.285714285714286
"oopsy","oopsy",2026,22117,"Nick Pratto","TEX",1,1,0,0,0,0,0,0,0,0,0,0,0.199065,1,0,0,0,0,0,0,0,0,0,0,0
"oopsy","oopsy",2026,22164,"Payton Henry","NYY",1,1,0,0,0,0,0,0,0,0,0,0,0.229773,1,0,0,0,0,0,0,0,0,0,0,0
"oopsy","oopsy",2026,22165,"Ryan Vilade","TBR",158,175,37,8,1,13,2,20,3,17,3,1,0.236574,0.902857142857143,0.0742857142857143,0.0457142857142857,0.00571428571428571,0.0114285714285714,0.00571428571428571,0.114285714285714,0.0171428571428571,0.0971428571428571,0.0171428571428571,0.211428571428571,0.285714285714286
"oopsy","oopsy",2026,22168,"Akil Baddoo","MIL",12,14,3,1,0,2,0,2,0,1,1,0,0.225095,0.857142857142857,0.142857142857143,0.0714285714285714,0,0,0,0.142857142857143,0,0.0714285714285714,0.0714285714285714,0.214285714285714,0.357142857142857
"oopsy","oopsy",2026,22169,"Cal Mitchell",,1,1,0,0,0,0,0,0,0,0,0,0,0.218457,1,0,0,0,0,0,0,0,0,0,0,0
"oopsy","oopsy",2026,22184,"Mark Vientos","NYM",400,441,97,19,1,34,4,53,19,61,1,1,0.243111,0.90702947845805,0.0770975056689342,0.0430839002267574,0.00226757369614512,0.0090702947845805,0.00226757369614512,0.120181405895692,0.0430839002267574,0.138321995464853,0.00226757369614512,0.219954648526077,0.297052154195011
"oopsy","oopsy",2026,22186,"Brice Turang","MIL",580,651,148,26,2,61,2,77,15,67,29,7,0.255866,0.890937019969278,0.0937019969278034,0.0399385560675883,0.00307219662058372,0.00307219662058372,0.010752688172043,0.118279569892473,0.0230414746543779,0.102918586789555,0.0445468509984639,0.227342549923195,0.321044546850998
"oopsy","oopsy",2026,22197,"MJ Melendez","NYM",32,35,7,1,0,3,0,4,1,4,1,0,0.218466,0.914285714285714,0.0857142857142857,0.0285714285714286,0,0,0,0.114285714285714,0.0285714285714286,0.114285714285714,0.0285714285714286,0.2,0.285714285714286
"oopsy","oopsy",2026,22209,"Sam Huff","BAL",1,1,0,0,0,0,0,0,0,0,0,0,0.219988,1,0,0,0,0,0,0,0,0,0,0,0
"oopsy","oopsy",2026,22217,"Luis Campusano","SDP",162,182,39,7,0,17,1,20,5,20,0,0,0.240746,0.89010989010989,0.0934065934065934,0.0384615384615385,0,0.00549450549450549,0,0.10989010989011,0.0274725274725275,0.10989010989011,0,0.214285714285714,0.307692307692308
"oopsy","oopsy",2026,22232,"Mason McCoy","SDP",25,28,5,1,0,2,0,3,0,2,1,0,0.19939,0.892857142857143,0.0714285714285714,0.0357142857142857,0,0,0,0.107142857142857,0,0.0714285714285714,0.0357142857142857,0.178571428571429,0.25
"oopsy","oopsy",2026,22239,"Jeremiah Jackson","BAL",210,224,50,11,0,11,1,25,8,30,4,2,0.239172,0.9375,0.0491071428571429,0.0491071428571429,0,0.00446428571428571,0.00892857142857143,0.111607142857143,0.0357142857142857,0.133928571428571,0.0178571428571429,0.223214285714286,0.272321428571429
"oopsy","oopsy",2026,22263,"Nolan Gorman","STL",475,532,104,20,0,51,2,57,21,64,4,1,0.219509,0.892857142857143,0.0958646616541353,0.037593984962406,0,0.0037593984962406,0.0018796992481203,0.107142857142857,0.0394736842105263,0.120300751879699,0.0075187969924812,0.195488721804511,0.291353383458647
"oopsy","oopsy",2026,22266,"Xavier Edwards","MIA",540,602,148,25,4,51,2,73,5,48,27,7,0.274472,0.897009966777409,0.0847176079734219,0.0415282392026578,0.00664451827242525,0.00332225913621262,0.0116279069767442,0.121262458471761,0.00830564784053156,0.079734219269103,0.0448504983388704,0.245847176079734,0.330564784053156
"oopsy","oopsy",2026,22274,"Samad Taylor","SDP",6,7,1,0,0,1,0,1,0,1,0,0,0.223137,0.857142857142857,0.142857142857143,0,0,0,0,0.142857142857143,0,0.142857142857143,0,0.142857142857143,0.285714285714286
"oopsy","oopsy",2026,22275,"Jake Burger","TEX",547,595,137,24,2,35,8,72,29,84,2,2,0.249709,0.919327731092437,0.0588235294117647,0.0403361344537815,0.00336134453781513,0.0134453781512605,0.00336134453781513,0.121008403361345,0.0487394957983193,0.141176470588235,0.00336134453781513,0.230252100840336,0.289075630252101
"oopsy","oopsy",2026,22277,"Nick Allen","HOU",113,126,26,5,0,10,1,12,1,10,3,1,0.231722,0.896825396825397,0.0793650793650794,0.0396825396825397,0,0.00793650793650794,0.00793650793650794,0.0952380952380952,0.00793650793650794,0.0793650793650794,0.0238095238095238,0.206349206349206,0.285714285714286
"oopsy","oopsy",2026,22411,"Cal Stevenson","DET",1,1,0,0,0,0,0,0,0,0,0,0,0.21699,1,0,0,0,0,0,0,0,0,0,0,0
"oopsy","oopsy",2026,22458,"Taylor Walls","TBR",265,301,57,12,1,31,1,32,5,26,14,4,0.213413,0.880398671096346,0.102990033222591,0.0398671096345515,0.00332225913621262,0.00332225913621262,0.0132890365448505,0.106312292358804,0.0166112956810631,0.0863787375415282,0.0465116279069767,0.18936877076412,0.292358803986711
"oopsy","oopsy",2026,22471,"Livan Soto",,1,1,0,0,0,0,0,0,0,0,0,0,0.217347,1,0,0,0,0,0,0,0,0,0,0,0
"oopsy","oopsy",2026,22505,"Buddy Kennedy","SFG",1,1,0,0,0,0,0,0,0,0,0,0,0.235253,1,0,0,0,0,0,0,0,0,0,0,0
"oopsy","oopsy",2026,22514,"Triston Casas","BOS",115,133,29,6,0,16,1,17,5,17,0,0,0.254555,0.864661654135338,0.120300751879699,0.0451127819548872,0,0.0075187969924812,0,0.12781954887218,0.037593984962406,0.12781954887218,0,0.218045112781955,0.338345864661654
"oopsy","oopsy",2026,22515,"Heliot Ramos","SFG",574,637,146,27,3,48,9,79,21,76,7,3,0.253953,0.901098901098901,0.0753532182103611,0.0423861852433281,0.00470957613814757,0.0141287284144427,0.00470957613814757,0.124018838304553,0.032967032967033,0.119309262166405,0.010989010989011,0.229199372056515,0.304552590266876
"oopsy","oopsy",2026,22530,"Johnathan Rodríguez","CLE",165,182,42,8,1,15,1,22,7,22,1,1,0.254431,0.906593406593407,0.0824175824175824,0.043956043956044,0.00549450549450549,0.00549450549450549,0.00549450549450549,0.120879120879121,0.0384615384615385,0.120879120879121,0.00549450549450549,0.230769230769231,0.313186813186813
"oopsy","oopsy",2026,22532,"Tyler Freeman","COL",277,315,76,15,1,24,10,38,5,30,12,4,0.273151,0.879365079365079,0.0761904761904762,0.0476190476190476,0.00317460317460317,0.0317460317460317,0.0126984126984127,0.120634920634921,0.0158730158730159,0.0952380952380952,0.0380952380952381,0.241269841269841,0.317460317460317
"oopsy","oopsy",2026,22541,"George Valera","CLE",323,364,73,14,1,36,2,41,11,40,2,2,0.225284,0.887362637362637,0.0989010989010989,0.0384615384615385,0.00274725274725275,0.00549450549450549,0.00549450549450549,0.112637362637363,0.0302197802197802,0.10989010989011,0.00549450549450549,0.200549450549451,0.299450549450549
"oopsy","oopsy",2026,22542,"Lawrence Butler","ATH",530,588,132,28,2,52,1,74,22,77,21,4,0.249388,0.901360544217687,0.0884353741496599,0.0476190476190476,0.00340136054421769,0.00170068027210884,0.00680272108843537,0.125850340136054,0.0374149659863946,0.130952380952381,0.0357142857142857,0.224489795918367,0.312925170068027
"oopsy","oopsy",2026,22557,"Michael Siani","LAD",6,7,1,0,0,1,0,1,0,1,0,0,0.204446,0.857142857142857,0.142857142857143,0,0,0,0,0.142857142857143,0,0.142857142857143,0,0.142857142857143,0.285714285714286
"oopsy","oopsy",2026,22558,"Jarred Kelenic","CHW",57,63,13,3,0,5,0,7,2,7,1,1,0.227825,0.904761904761905,0.0793650793650794,0.0476190476190476,0,0,0.0158730158730159,0.111111111111111,0.0317460317460317,0.111111111111111,0.0158730158730159,0.206349206349206,0.285714285714286
"oopsy","oopsy",2026,22563,"Gabriel Arias","CLE",440,483,104,22,3,33,5,56,13,53,11,4,0.23554,0.910973084886128,0.0683229813664596,0.0455486542443064,0.0062111801242236,0.010351966873706,0.0082815734989648,0.115942028985507,0.0269151138716356,0.109730848861284,0.0227743271221532,0.215320910973085,0.283643892339545
"oopsy","oopsy",2026,22581,"Alejandro Kirk","TOR",437,495,121,22,0,50,4,61,16,60,1,0,0.277186,0.882828282828283,0.101010101010101,0.0444444444444444,0,0.00808080808080808,0,0.123232323232323,0.0323232323232323,0.121212121212121,0.00202020202020202,0.244444444444444,0.345454545454545
"oopsy","oopsy",2026,22664,"Gabriel Moreno","ARI",405,456,111,23,1,43,4,55,11,52,4,2,0.275212,0.888157894736842,0.0942982456140351,0.0504385964912281,0.00219298245614035,0.0087719298245614,0.0043859649122807,0.120614035087719,0.0241228070175439,0.114035087719298,0.0087719298245614,0.243421052631579,0.337719298245614
"oopsy","oopsy",2026,22707,"Gustavo Campero","LAA",6,7,1,0,0,0,0,1,0,1,0,0,0.238855,0.857142857142857,0,0,0,0,0,0.142857142857143,0,0.142857142857143,0,0.142857142857143,0.142857142857143
"oopsy","oopsy",2026,22715,"Maikel Garcia","KCR",598,665,161,33,4,57,1,84,13,70,28,7,0.269824,0.899248120300752,0.0857142857142857,0.0496240601503759,0.00601503759398496,0.00150375939849624,0.0105263157894737,0.126315789473684,0.0195488721804511,0.105263157894737,0.0421052631578947,0.242105263157895,0.32781954887218
"oopsy","oopsy",2026,22766,"Steward Berroa","MIL",6,7,1,0,0,1,0,1,0,1,1,0,0.205447,0.857142857142857,0.142857142857143,0,0,0,0,0.142857142857143,0,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286
"oopsy","oopsy",2026,22799,"Geraldo Perdomo","ARI",591,686,152,31,4,80,8,89,13,68,21,6,0.257622,0.861516034985423,0.116618075801749,0.0451895043731778,0.00583090379008746,0.0116618075801749,0.0087463556851312,0.129737609329446,0.0189504373177843,0.0991253644314869,0.0306122448979592,0.221574344023324,0.338192419825073
"oopsy","oopsy",2026,22823,"Oswald Peraza","LAA",195,217,45,8,0,16,3,24,6,23,9,2,0.232804,0.898617511520737,0.0737327188940092,0.0368663594470046,0,0.0138248847926267,0.00921658986175115,0.110599078341014,0.0276497695852535,0.105990783410138,0.0414746543778802,0.207373271889401,0.28110599078341
"oopsy","oopsy",2026,22842,"Alexander Canario",,1,1,0,0,0,0,0,0,0,0,0,0,0.227391,1,0,0,0,0,0,0,0,0,0,0,0
"oopsy","oopsy",2026,22857,"Wenceel Pérez","DET",365,406,89,17,5,33,3,55,10,42,11,3,0.243814,0.899014778325123,0.0812807881773399,0.041871921182266,0.0123152709359606,0.00738916256157635,0.00738916256157635,0.135467980295567,0.0246305418719212,0.103448275862069,0.0270935960591133,0.219211822660099,0.300492610837438
"oopsy","oopsy",2026,22896,"Lenyn Sosa","CHW",400,427,101,18,0,19,3,44,14,50,2,2,0.252211,0.936768149882904,0.0444964871194379,0.0421545667447307,0,0.00702576112412178,0.00468384074941452,0.103044496487119,0.0327868852459016,0.117096018735363,0.00468384074941452,0.236533957845433,0.281030444964871
"oopsy","oopsy",2026,23003,"Yainer Diaz","HOU",477,509,131,24,1,24,3,60,19,68,2,1,0.27388,0.93713163064833,0.0471512770137525,0.0471512770137525,0.00196463654223969,0.00589390962671906,0.00196463654223969,0.117878192534381,0.037328094302554,0.133595284872299,0.00392927308447937,0.257367387033399,0.304518664047151
"oopsy","oopsy",2026,23250,"David Bañuelos","MIN",1,1,0,0,0,0,0,0,0,0,0,0,0.204649,1,0,0,0,0,0,0,0,0,0,0,0
"oopsy","oopsy",2026,23296,"Jacob Amaya","ARI",1,1,0,0,0,0,0,0,0,0,0,0,0.21145,1,0,0,0,0,0,0,0,0,0,0,0
"oopsy","oopsy",2026,23312,"Ryan Noda","BAL",1,1,0,0,0,0,0,0,0,0,0,0,0.194927,1,0,0,0,0,0,0,0,0,0,0,0
"oopsy","oopsy",2026,23359,"Nelson Velázquez","STL",82,91,19,4,0,7,1,10,3,10,2,0,0.226194,0.901098901098901,0.0769230769230769,0.043956043956044,0,0.010989010989011,0,0.10989010989011,0.032967032967033,0.10989010989011,0.021978021978022,0.208791208791209,0.285714285714286
"oopsy","oopsy",2026,23372,"Hunter Feduccia","TBR",229,262,50,10,1,29,1,30,5,25,1,0,0.220468,0.874045801526718,0.110687022900763,0.0381679389312977,0.00381679389312977,0.00381679389312977,0,0.114503816793893,0.0190839694656489,0.0954198473282443,0.00381679389312977,0.190839694656489,0.301526717557252
"oopsy","oopsy",2026,23378,"José Barrero","BAL",1,1,0,0,0,0,0,0,0,0,0,0,0.213809,1,0,0,0,0,0,0,0,0,0,0,0
"oopsy","oopsy",2026,23395,"Eric Wagaman","MIN",103,112,25,6,1,8,0,13,3,13,1,0,0.248271,0.919642857142857,0.0714285714285714,0.0535714285714286,0.00892857142857143,0,0,0.116071428571429,0.0267857142857143,0.116071428571429,0.00892857142857143,0.223214285714286,0.294642857142857
"oopsy","oopsy",2026,23401,"José Caballero","NYY",266,308,59,12,1,32,6,34,6,29,33,8,0.221599,0.863636363636364,0.103896103896104,0.038961038961039,0.00324675324675325,0.0194805194805195,0.025974025974026,0.11038961038961,0.0194805194805195,0.0941558441558442,0.107142857142857,0.191558441558442,0.295454545454545
"oopsy","oopsy",2026,23442,"Luis Vázquez","BAL",13,14,3,1,0,1,0,2,0,1,0,0,0.233698,0.928571428571429,0.0714285714285714,0.0714285714285714,0,0,0,0.142857142857143,0,0.0714285714285714,0,0.214285714285714,0.285714285714286
"oopsy","oopsy",2026,23552,"Chandler Seagle",,1,1,0,0,0,0,0,0,0,0,0,0,0.19093,1,0,0,0,0,0,0,0,0,0,0,0
"oopsy","oopsy",2026,23565,"Davis Schneider","TOR",277,322,61,12,1,40,3,39,12,38,4,1,0.221587,0.860248447204969,0.124223602484472,0.0372670807453416,0.0031055900621118,0.0093167701863354,0.0031055900621118,0.12111801242236,0.0372670807453416,0.118012422360248,0.0124223602484472,0.18944099378882,0.313664596273292
"oopsy","oopsy",2026,23690,"Brayan Rocchio","CLE",450,504,107,24,2,40,8,55,9,48,13,6,0.238053,0.892857142857143,0.0793650793650794,0.0476190476190476,0.00396825396825397,0.0158730158730159,0.0119047619047619,0.109126984126984,0.0178571428571429,0.0952380952380952,0.0257936507936508,0.212301587301587,0.291666666666667
"oopsy","oopsy",2026,23691,"José Tena","WSN",198,217,49,10,1,15,1,23,5,21,7,3,0.24704,0.912442396313364,0.0691244239631336,0.0460829493087558,0.00460829493087558,0.00460829493087558,0.0138248847926267,0.105990783410138,0.0230414746543779,0.0967741935483871,0.032258064516129,0.225806451612903,0.294930875576037
"oopsy","oopsy",2026,23695,"Everson Pereira","CHW",195,217,45,8,1,18,2,25,8,25,4,1,0.231329,0.898617511520737,0.0829493087557604,0.0368663594470046,0.00460829493087558,0.00921658986175115,0.00460829493087558,0.115207373271889,0.0368663594470046,0.115207373271889,0.0184331797235023,0.207373271889401,0.290322580645161
"oopsy","oopsy",2026,23697,"Julio Rodríguez","SEA",621,686,175,32,3,51,10,95,29,98,29,7,0.282528,0.905247813411079,0.0743440233236152,0.0466472303206997,0.0043731778425656,0.0145772594752187,0.0102040816326531,0.138483965014577,0.0422740524781341,0.142857142857143,0.0422740524781341,0.255102040816327,0.329446064139942
"oopsy","oopsy",2026,23698,"Ronny Mauricio","NYM",123,133,30,6,0,8,1,15,5,16,4,1,0.244497,0.924812030075188,0.0601503759398496,0.0451127819548872,0,0.0075187969924812,0.0075187969924812,0.112781954887218,0.037593984962406,0.120300751879699,0.0300751879699248,0.225563909774436,0.285714285714286
"oopsy","oopsy",2026,23733,"Ezequiel Duran","TEX",226,245,56,12,1,14,2,27,6,27,8,3,0.246464,0.922448979591837,0.0571428571428571,0.0489795918367347,0.00408163265306122,0.00816326530612245,0.0122448979591837,0.110204081632653,0.0244897959183673,0.110204081632653,0.0326530612244898,0.228571428571429,0.285714285714286
"oopsy","oopsy",2026,23772,"Wilyer Abreu","BOS",457,518,114,26,1,55,2,64,20,68,10,3,0.250392,0.882239382239382,0.106177606177606,0.0501930501930502,0.00193050193050193,0.00386100386100386,0.00579150579150579,0.123552123552124,0.0386100386100386,0.131274131274131,0.0193050193050193,0.22007722007722,0.326254826254826
"oopsy","oopsy",2026,23782,"Leo Jiménez","TOR",66,77,15,3,0,7,3,8,2,7,0,0,0.23088,0.857142857142857,0.0909090909090909,0.038961038961039,0,0.038961038961039,0,0.103896103896104,0.025974025974026,0.0909090909090909,0,0.194805194805195,0.285714285714286
"oopsy","oopsy",2026,23788,"Jordyn Adams","MIL",1,1,0,0,0,0,0,0,0,0,0,0,0.212349,1,0,0,0,0,0,0,0,0,0,0,0
"oopsy","oopsy",2026,23789,"Blaze Alexander","BAL",229,259,51,10,1,22,6,30,7,27,5,2,0.221439,0.884169884169884,0.0849420849420849,0.0386100386100386,0.00386100386100386,0.0231660231660232,0.00772200772200772,0.115830115830116,0.027027027027027,0.104247104247104,0.0193050193050193,0.196911196911197,0.281853281853282
"oopsy","oopsy",2026,23790,"Will Banfield","CIN",6,6,1,0,0,0,0,1,0,1,0,0,0.216489,1,0,0,0,0,0,0.166666666666667,0,0.166666666666667,0,0.166666666666667,0.166666666666667
"oopsy","oopsy",2026,23792,"Alek Thomas","ARI",366,399,90,19,3,25,4,48,9,42,7,3,0.245711,0.917293233082707,0.06265664160401,0.0476190476190476,0.0075187969924812,0.0100250626566416,0.0075187969924812,0.120300751879699,0.0225563909774436,0.105263157894737,0.0175438596491228,0.225563909774436,0.288220551378446
"oopsy","oopsy",2026,23794,"Jordan Groshans","ATL",1,1,0,0,0,0,0,0,0,0,0,0,0.237787,1,0,0,0,0,0,0,0,0,0,0,0
"oopsy","oopsy",2026,23800,"Parker Meadows","DET",375,420,88,16,5,38,2,58,11,44,12,3,0.234793,0.892857142857143,0.0904761904761905,0.0380952380952381,0.0119047619047619,0.00476190476190476,0.00714285714285714,0.138095238095238,0.0261904761904762,0.104761904761905,0.0285714285714286,0.20952380952381,0.3
"oopsy","oopsy",2026,23802,"Anthony Seigler","BOS",6,7,1,0,0,1,0,1,0,1,0,0,0.221627,0.857142857142857,0.142857142857143,0,0,0,0,0.142857142857143,0,0.142857142857143,0,0.142857142857143,0.285714285714286
"oopsy","oopsy",2026,23818,"Ji Hwan Bae","NYM",1,1,0,0,0,0,0,0,0,0,0,0,0.237544,1,0,0,0,0,0,0,0,0,0,0,0
"oopsy","oopsy",2026,23917,"Jorbit Vivas","NYY",6,7,1,0,0,1,0,1,0,1,0,0,0.222805,0.857142857142857,0.142857142857143,0,0,0,0,0.142857142857143,0,0.142857142857143,0,0.142857142857143,0.285714285714286
"oopsy","oopsy",2026,23968,"Jorge Barrosa","ARI",100,112,23,5,0,9,1,12,2,10,2,1,0.226993,0.892857142857143,0.0803571428571429,0.0446428571428571,0,0.00892857142857143,0.00892857142857143,0.107142857142857,0.0178571428571429,0.0892857142857143,0.0178571428571429,0.205357142857143,0.285714285714286
"oopsy","oopsy",2026,23985,"Osleivis Basabe","SFG",1,1,0,0,0,0,0,0,0,0,0,0,0.242569,1,0,0,0,0,0,0,0,0,0,0,0
"oopsy","oopsy",2026,23986,"Curtis Mead","CHW",38,42,10,2,0,3,1,5,1,5,1,0,0.252772,0.904761904761905,0.0714285714285714,0.0476190476190476,0,0.0238095238095238,0,0.119047619047619,0.0238095238095238,0.119047619047619,0.0238095238095238,0.238095238095238,0.30952380952381
"oopsy","oopsy",2026,24064,"Ezequiel Tovar","COL",605,651,157,35,3,34,5,78,21,82,9,4,0.260329,0.929339477726575,0.0522273425499232,0.0537634408602151,0.00460829493087558,0.00768049155145929,0.00614439324116743,0.119815668202765,0.032258064516129,0.125960061443932,0.0138248847926267,0.241167434715822,0.293394777265745
"oopsy","oopsy",2026,24257,"Jhonkensy Noel","BAL",13,14,3,1,0,1,0,2,1,2,0,0,0.247624,0.928571428571429,0.0714285714285714,0.0714285714285714,0,0,0,0.142857142857143,0.0714285714285714,0.142857142857143,0,0.214285714285714,0.285714285714286
"oopsy","oopsy",2026,24262,"Ceddanne Rafaela","BOS",566,609,146,31,4,29,8,76,18,72,23,7,0.258039,0.929392446633826,0.0476190476190476,0.0509031198686371,0.00656814449917898,0.013136288998358,0.0114942528735632,0.124794745484401,0.0295566502463054,0.118226600985222,0.0377668308702791,0.239737274220033,0.28735632183908
"oopsy","oopsy",2026,24273,"Liover Peguero","PHI",1,1,0,0,0,0,0,0,0,0,0,0,0.235651,1,0,0,0,0,0,0,0,0,0,0,0
"oopsy","oopsy",2026,24336,"Johan Rojas","PHI",84,91,21,4,1,5,1,11,1,8,5,1,0.246616,0.923076923076923,0.0549450549450549,0.043956043956044,0.010989010989011,0.010989010989011,0.010989010989011,0.120879120879121,0.010989010989011,0.0879120879120879,0.0549450549450549,0.230769230769231,0.285714285714286
"oopsy","oopsy",2026,24388,"José Rodríguez","PHI",1,1,0,0,0,0,0,0,0,0,0,0,0.245517,1,0,0,0,0,0,0,0,0,0,0,0
"oopsy","oopsy",2026,24400,"Terrin Vavra",,1,1,0,0,0,0,0,0,0,0,0,0,0.225746,1,0,0,0,0,0,0,0,0,0,0,0
"oopsy","oopsy",2026,24488,"Max Schuemann","NYY",12,14,3,0,0,1,0,2,0,1,0,0,0.215144,0.857142857142857,0.0714285714285714,0,0,0,0,0.142857142857143,0,0.0714285714285714,0,0.214285714285714,0.285714285714286
"oopsy","oopsy",2026,24491,"Travis Swaggerty",,1,1,0,0,0,0,0,0,0,0,0,0,0.220146,1,0,0,0,0,0,0,0,0,0,0,0
"oopsy","oopsy",2026,24496,"DaShawn Keirsey Jr.","ATL",1,1,0,0,0,0,0,0,0,0,0,0,0.225014,1,0,0,0,0,0,0,0,0,0,0,0
"oopsy","oopsy",2026,24589,"Richie Palacios","TBR",153,175,34,7,0,18,2,19,3,16,6,1,0.225113,0.874285714285714,0.102857142857143,0.04,0,0.0114285714285714,0.00571428571428571,0.108571428571429,0.0171428571428571,0.0914285714285714,0.0342857142857143,0.194285714285714,0.297142857142857
"oopsy","oopsy",2026,24597,"Jonathan Ornelas","NYY",1,1,0,0,0,0,0,0,0,0,0,0,0.213388,1,0,0,0,0,0,0,0,0,0,0,0
"oopsy","oopsy",2026,24598,"Addison Barger","TOR",466,518,116,28,1,43,4,63,19,71,5,2,0.248331,0.8996138996139,0.083011583011583,0.0540540540540541,0.00193050193050193,0.00772200772200772,0.00386100386100386,0.121621621621622,0.0366795366795367,0.137065637065637,0.00965250965250965,0.223938223938224,0.306949806949807
"oopsy","oopsy",2026,24605,"Michael Helman","TEX",77,84,17,4,0,5,1,8,2,9,3,1,0.217666,0.916666666666667,0.0595238095238095,0.0476190476190476,0,0.0119047619047619,0.0119047619047619,0.0952380952380952,0.0238095238095238,0.107142857142857,0.0357142857142857,0.202380952380952,0.261904761904762
"oopsy","oopsy",2026,24610,"Steven Kwan","CLE",592,665,161,29,3,62,5,83,8,57,19,5,0.272094,0.890225563909774,0.0932330827067669,0.043609022556391,0.00451127819548872,0.0075187969924812,0.0075187969924812,0.124812030075188,0.0120300751879699,0.0857142857142857,0.0285714285714286,0.242105263157895,0.335338345864662
"oopsy","oopsy",2026,24617,"Jarren Duran","BOS",538,602,143,35,8,50,7,93,17,74,24,5,0.264786,0.893687707641196,0.0830564784053156,0.0581395348837209,0.0132890365448505,0.0116279069767442,0.00830564784053156,0.154485049833887,0.0282392026578073,0.122923588039867,0.0398671096345515,0.237541528239203,0.320598006644518
